delta_name,delta_value,bid,P0_1M,net_gain_if_accepted,uplift_pct_vs_base_if_accepted,fee_roi_if_accepted,q_weighted,EV_weighted,EV_uplift_weighted,q_low,EV_low,EV_uplift_low,q_central,EV_central,EV_uplift_central,q_high,EV_high,EV_uplift_high,q_stress,EV_stress,EV_uplift_stress,EV_uplift_pessimistic,EV_pessimistic
central,1609.833333333343,250,102898.83333333333,1359.833333333343,0.013215245394748658,5.439333333333372,0.999773224734168,104258.35829010102,1359.524956767689,1.0,104258.66666666667,1359.833333333343,0.9999999998718447,104258.6666664924,1359.8333331590732,0.9999946737464687,104258.65942384957,1359.8260905162495,0.998498817743263,104256.62530899455,1357.7919756612234,1359.012444574239,104257.84577790757
central,1609.833333333343,300,102898.83333333333,1309.833333333343,0.012729331236343882,4.3661111111111435,0.9999814458878317,104208.64236387209,1309.8090305387545,1.0,104208.66666666667,1309.833333333343,0.9999999999995046,104208.66666666602,1309.833333332694,0.9999998502480927,104208.66647051663,1309.833137183303,0.9998766054240137,104208.5050403379,1309.6717070045636,1309.7685651118072,104208.60189844514
conservative,1005.1666666666715,0,102898.83333333333,1005.1666666666715,0.009768494297797399,,0.009201111608921037,102908.08198401889,9.248650685567172,0.03444519566621117,102933.45649584381,34.62316251048676,0.0066928509242848554,102905.56076398739,6.72743065406036,0.003287661385934009,102902.13798096975,3.3046476364280175,0.0024726231566347743,102901.3187317096,2.4853983762773995,2.97694793236777,102901.8102812657
conservative,1005.1666666666715,10,102898.83333333333,995.1666666666715,0.009671311466116444,99.51666666666715,0.03447175628194731,102933.13847612658,34.3051427932514,0.15886910488091516,103056.93457087399,158.10123754065816,0.02005753653785041,102918.79392511124,19.960591777917564,0.0066928509242848554,102905.49383547815,6.660502144817511,0.004070137715896128,102902.88379871692,4.050465383602649,5.616487440331566,102904.44982077366
conservative,1005.1666666666715,20,102898.83333333333,985.1666666666715,0.009574128634435488,49.258333333333574,0.1034917638715132,103000.78996937408,101.95663604075291,0.5,103391.41666666666,492.58333333333576,0.0585369028743679,102956.50193881505,57.668605481731724,0.013576916943744367,102912.20885934241,13.375526009078891,0.0066928509242848554,102905.4269069689,6.593573635574662,10.6627450596772,102909.496078393
conservative,1005.1666666666715,30,102898.83333333333,975.1666666666715,0.009476945802754533,32.505555555555716,0.19956935365367265,103093.44671470461,194.61338137127407,0.8411308951190849,103719.07614455697,820.2428112236317,0.15886910488091516,103053.75718877636,154.92385544303986,0.027346786796182875,102925.5010082574,26.6676749240778,0.01098694263059318,102909.54743355526,10.714100221933503,20.28624504322008,102919.11957837654
conservative,1005.1666666666715,40,102898.83333333333,965.1666666666715,0.009379762971073577,24.129166666666787,0.30965570828083,103197.70270110904,298.86936777571594,0.9655548043337889,103830.75464531616,931.9213119828333,0.3645764407416393,103250.71036138914,351.87702805580733,0.05431326613264062,102951.25468736235,52.42135402902057,0.01798620996209156,102916.1930236484,17.35969031507879,38.39668854344385,102937.23002187678
conservative,1005.1666666666715,50,102898.83333333333,955.1666666666715,0.009282580139392623,19.10333333333343,0.43906250618348447,103318.21120382292,419.3778704895937,0.9933071490757153,103847.60721189216,948.7738785588256,0.6354235592583607,103505.76873635162,606.9354030182806,0.10500058502026482,102999.12639212518,100.2930587918568,0.02931223075135632,102926.83139907266,27.99806573933732,71.375061570849,102970.20839490418
conservative,1005.1666666666715,60,102898.83333333333,945.1666666666715,0.009185397307711667,15.752777777777858,0.5513719975254994,103419.97176632784,521.1384329945205,0.9987289837369187,103842.79867779535,943.9653444620158,0.8411308951190849,103693.8422177034,795.0088843700591,0.1933213698023087,103081.55424802481,182.72091469148305,0.04742587317756678,102943.65868779832,44.8253544649971,127.56269060088867,103026.39602393421
conservative,1005.1666666666715,75,102898.83333333333,930.1666666666715,0.009039623060190235,12.402222222222287,0.6740040860391345,103525.76946736407,626.9361340307382,0.9998955467677858,103828.90284108518,930.0695077518403,0.9655548043337889,103796.96022716448,898.1268938311507,0.41165137518528216,103281.73772081817,382.9043874848453,0.09534946489910949,102987.52422726699,88.69089393365547,265.21899006436934,103164.0523233977
conservative,1005.1666666666715,100,102898.83333333333,905.1666666666715,0.008796665980987847,9.051666666666716,0.8314592889687681,103651.44256639823,752.6092330649006,0.9999983804058309,103803.99853399735,905.1652006640161,0.997786824107717,103801.99670695483,903.1633736215067,0.8066786301976913,103629.01194010061,730.1786067672808,0.2689414213699951,103142.2701432434,243.4368099100752,535.4818880243985,103434.31522135773
conservative,1005.1666666666715,125,102898.83333333333,880.1666666666715,0.008553708901785459,7.041333333333372,0.9226818185018496,103710.94711391804,812.1137805847158,0.999999974890009,103778.99997789902,880.1666445656945,0.9998621062079837,103778.87863048073,880.0452971473985,0.9613683488409503,103744.9977083715,846.1643750381811,0.5621765008857981,103393.64235019631,494.80901686298597,705.622231768103,103604.45556510144
conservative,1005.1666666666715,150,102898.83333333333,855.1666666666715,0.00831075182258307,5.701111111111143,0.9706248861471363,103728.87938180349,830.0460484701641,0.9999999996106983,103753.99999966708,855.1666663337537,0.9999914251344262,103753.9926670608,855.1593337274617,0.9933071490757153,103748.27649698459,849.4431636512539,0.8175744761936437,103597.99577289159,699.1624395582683,789.3308740140596,103688.16420734739
conservative,1005.1666666666715,175,102898.83333333333,830.1666666666715,0.008067794743380681,4.743809523809552,0.9906482315871736,103721.23647358929,822.4031402559568,0.9999999999939644,103728.999999995,830.166666661661,0.9999994668403771,103728.99955738866,830.1662240553246,0.9988714745934305,103728.06313582498,829.2298024916511,0.9399133498259924,103679.11806591388,780.2847325805492,809.6517745272104,103708.48510786054
conservative,1005.1666666666715,200,102898.83333333333,805.1666666666715,0.007824837664178293,4.025833333333358,0.9972452334625133,103701.78195380956,802.9486204762384,0.9999999999999065,103703.99999999993,805.1666666665963,0.9999999668499713,103703.9999733087,805.1666399753734,0.9998105940561749,103703.84749664756,805.014163314235,0.9820137900379085,103689.51810327885,790.6847699455274,799.2824059667519,103698.11573930008
conservative,1005.1666666666715,250,102898.83333333333,755.1666666666715,0.0073389235057735175,3.020666666666686,0.999773224734168,103653.82874687843,754.9954135450907,1.0,103654.0,755.1666666666715,0.9999999998718447,103653.99999990322,755.166666569893,0.9999946737464687,103653.99597779088,755.1626444575464,0.998498817743263,103652.86635719912,754.0330238657923,754.7107962208447,103653.54412955417
conservative,1005.1666666666715,300,102898.83333333333,705.1666666666715,0.006853009347368742,2.3505555555555717,0.9999814458878317,103603.98691625857,705.1535829252408,1.0,103604.0,705.1666666666715,0.9999999999995046,103603.99999999965,705.1666666663222,0.9999998502480927,103603.99989439995,705.1665610666182,0.9998766054240137,103603.91298625816,705.0796529248385,705.1317978099064,103603.96513114324
risk_adjusted,703.61666666667,0,102898.83333333333,703.61666666667,0.006837946008458178,,0.009201111608921037,102905.30738881322,6.474055479897021,0.03444519566621117,102923.06954709066,24.236213757340728,0.0066928509242848554,102903.54253479117,4.709201457842251,0.003287661385934009,102901.14658667883,2.313253345499612,0.0024726231566347743,102900.57311219673,1.7397788633941793,2.083863552657439,102900.91719688599
risk_adjusted,703.61666666667,10,102898.83333333333,693.61666666667,0.006740763176777223,69.36166666666699,0.03447175628194731,102922.74351801976,23.910184686430135,0.15886910488091516,103009.02759229715,110.19425896381796,0.02005753653785041,102912.74557496826,13.912241634928742,0.0066928509242848554,102903.47560628192,4.642272948599403,0.004070137715896128,102901.65644868871,2.8231153553741657,3.914609911309308,102902.74794324464
risk_adjusted,703.61666666667,20,102898.83333333333,683.61666666667,0.006643580345096268,34.180833333333496,0.1034917638715132,102969.58202797863,70.74869464529796,0.5,103240.64166666666,341.808333333335,0.0585369028743679,102938.8501357533,40.016802419966,0.013576916943744367,102908.11474003801,9.281406704692756,0.0066928509242848554,102903.40867777269,4.575344439356554,7.3989817985582755,102906.23231513189
risk_adjusted,703.61666666667,30,102898.83333333333,673.61666666667,0.006546397513415313,22.453888888889,0.19956935365367265,103033.26657611034,134.4332427770088,0.8411308951190849,103465.4331231338,566.5997898004704,0.15886910488091516,103005.85021019953,107.01687686619965,0.027346786796182875,102917.25458469901,18.42125136568881,0.01098694263059318,102906.234321005,7.400987671678112,14.01314588808453,102912.8464792214
risk_adjusted,703.61666666667,40,102898.83333333333,663.61666666667,0.006449214681734357,16.590416666666748,0.30965570828083,103104.32602227696,205.49268894363115,0.9655548043337889,103539.59159406931,640.7582607359777,0.3645764407416393,103140.77233568349,241.9390023501654,0.05431326613264062,102934.87652196005,36.0431886267227,0.01798620996209156,102910.76928203434,11.935948701010053,26.400292656437642,102925.23362598977
risk_adjusted,703.61666666667,50,102898.83333333333,653.61666666667,0.006352031850053402,13.072333333333399,0.43906250618348447,103185.81190508329,286.9785717499633,0.9933071490757153,103548.07544108837,649.2421077550421,0.6354235592583607,103314.15676205725,415.3234287239209,0.10500058502026482,102967.46346571232,68.63013237899577,0.02931223075135632,102917.99229588959,19.158962556265777,48.841664449903774,102947.67499778324
risk_adjusted,703.61666666667,60,102898.83333333333,643.61666666667,0.006254849018372447,10.7269444444445,0.5513719975254994,103253.70554047404,354.8722071407053,0.9987289837369187,103541.63195274948,642.7986194161464,0.8411308951190849,103440.19919628023,541.3658629468978,0.1933213698023087,103023.25818896093,124.42485562759657,0.04742587317756678,102929.35741574163,30.524082408301762,86.86454633987864,102985.6978796732
risk_adjusted,703.61666666667,75,102898.83333333333,628.61666666667,0.006109074770851014,8.3815555555556,0.6740040860391345,103322.52353521896,423.69020188563616,0.9998955467677858,103527.38433895734,628.5510056240129,0.9655548043337889,103505.79717591763,606.9638425842951,0.41165137518528216,103157.60424863105,258.7709152977228,0.09534946489910949,102958.77159612665,59.93826279332886,179.23785429596523,103078.07118762929
risk_adjusted,703.61666666667,100,102898.83333333333,603.61666666667,0.005866117691648626,6.036166666666699,0.8314592889687681,103400.7160178097,501.88268447636733,0.9999983804058309,103502.44902238596,603.6156890526363,0.997786824107717,103501.11409014516,602.280756811823,0.8066786301976913,103385.75799916449,486.9246658311657,0.2689414213699951,103061.17085762929,162.33752429595276,357.08980921708053,103255.92314255041
risk_adjusted,703.61666666667,125,102898.83333333333,578.61666666667,0.005623160612446237,4.62893333333336,0.9226818185018496,103432.71241154881,533.8790782154816,0.999999974890009,103477.44998547094,578.6166521376107,0.9998621062079837,103477.37021235371,578.5368790203795,0.9613683488409503,103455.09708277852,556.263749445191,0.5621765008857981,103224.1180263542,325.28469302087274,463.8721268754637,103362.70546020879
risk_adjusted,703.61666666667,150,102898.83333333333,553.61666666667,0.005380203533243849,3.6907777777777997,0.9706248861471363,103436.18744738582,537.3541140524936,0.9999999996106983,103452.44999978447,553.6166664511461,0.9999914251344262,103452.4452528115,553.6119194781738,0.9933071490757153,103448.7447261808,549.9113928474706,0.8175744761936437,103351.4561895954,452.6228562620737,510.9959782133118,103409.82931154664
risk_adjusted,703.61666666667,175,102898.83333333333,528.61666666667,0.005137246454041461,3.0206666666666857,0.9906482315871736,103422.50649935417,523.673166020843,0.9999999999939644,103427.44999999681,528.6166666634795,0.9999994668403771,103427.44971816294,528.6163848296073,0.9988714745934305,103426.85344266133,528.0201093280006,0.9399133498259924,103395.68719527384,496.8538619405198,515.5536103730083,103414.38694370634
risk_adjusted,703.61666666667,200,102898.83333333333,503.61666666666997,0.004894289374839073,2.5180833333333497,0.9972452334625133,103401.06265365894,502.229320325616,0.9999999999999065,103402.44999999995,503.6166666666229,0.9999999668499713,103402.4499833051,503.616649971763,0.9998105940561749,103402.35461200992,503.5212786765939,0.9820137900379085,103393.39184489292,494.5585115595946,499.93617182979415,103398.76950516312
risk_adjusted,703.61666666667,250,102898.83333333333,453.61666666666997,0.004408375216434297,1.81446666666668,0.999773224734168,103352.34713095982,453.5137976265008,1.0,103352.45,453.61666666666997,0.9999999998718447,103352.44999994186,453.6166666085366,0.9999946737464687,103352.44758392262,453.6142505892973,0.998498817743263,103351.76903870863,452.9357053753098,453.3428325037022,103352.17616583704
risk_adjusted,703.61666666667,300,102898.83333333333,403.61666666666997,0.003922461058029521,1.3453888888888998,0.9999814458878317,103302.4425112511,403.60917791776365,1.0,103302.45,403.61666666666997,0.9999999999995046,103302.4499999998,403.61666666647005,0.9999998502480927,103302.44993955763,403.6166062243043,0.9998766054240137,103302.40019589255,403.5668625592256,403.5967087582728,103302.4300420916
