day,timestamp,global_ts,product,side,price,quantity,source
-2,155500,155500,INTARIAN_PEPPER_ROOT,BUY,10152,4,AGGRESSIVE
-2,155600,155600,INTARIAN_PEPPER_ROOT,BUY,10152,8,AGGRESSIVE
-2,155900,155900,INTARIAN_PEPPER_ROOT,SELL,10158,8,AGGRESSIVE
-2,155900,155900,INTARIAN_PEPPER_ROOT,SELL,10150,8,AGGRESSIVE
-2,155900,155900,INTARIAN_PEPPER_ROOT,SELL,10148,2,AGGRESSIVE
-2,156300,156300,INTARIAN_PEPPER_ROOT,BUY,10151,3,MARKET_TRADE
-2,156800,156800,INTARIAN_PEPPER_ROOT,SELL,10159,3,AGGRESSIVE
-2,158700,158700,INTARIAN_PEPPER_ROOT,BUY,10160,5,AGGRESSIVE
-2,159700,159700,INTARIAN_PEPPER_ROOT,BUY,10156,7,AGGRESSIVE
-2,165400,165400,INTARIAN_PEPPER_ROOT,SELL,10171,4,MARKET_TRADE
-2,169300,169300,INTARIAN_PEPPER_ROOT,BUY,10164,3,MARKET_TRADE
-2,174200,174200,INTARIAN_PEPPER_ROOT,BUY,10171,5,AGGRESSIVE
-2,175000,175000,INTARIAN_PEPPER_ROOT,SELL,10181,3,MARKET_TRADE
-2,178600,178600,INTARIAN_PEPPER_ROOT,BUY,10175,4,AGGRESSIVE
-2,184900,184900,INTARIAN_PEPPER_ROOT,BUY,10177,3,MARKET_TRADE
-2,185600,185600,INTARIAN_PEPPER_ROOT,SELL,10191,5,MARKET_TRADE
-2,187900,187900,INTARIAN_PEPPER_ROOT,SELL,10190,8,AGGRESSIVE
-2,188700,188700,INTARIAN_PEPPER_ROOT,BUY,10185,5,AGGRESSIVE
-2,189100,189100,INTARIAN_PEPPER_ROOT,BUY,10186,5,AGGRESSIVE
-2,190200,190200,INTARIAN_PEPPER_ROOT,SELL,10196,3,MARKET_TRADE
-2,193900,193900,INTARIAN_PEPPER_ROOT,SELL,10199,6,MARKET_TRADE
-2,200600,200600,INTARIAN_PEPPER_ROOT,SELL,10203,8,AGGRESSIVE
-2,202200,202200,INTARIAN_PEPPER_ROOT,SELL,10205,3,AGGRESSIVE
-2,202400,202400,INTARIAN_PEPPER_ROOT,BUY,10197,6,MARKET_TRADE
-2,203300,203300,INTARIAN_PEPPER_ROOT,BUY,10198,6,MARKET_TRADE
-2,203900,203900,INTARIAN_PEPPER_ROOT,SELL,10206,3,AGGRESSIVE
-2,204500,204500,INTARIAN_PEPPER_ROOT,BUY,10201,8,AGGRESSIVE
-2,206100,206100,INTARIAN_PEPPER_ROOT,BUY,10203,6,AGGRESSIVE
-2,206400,206400,INTARIAN_PEPPER_ROOT,BUY,10203,4,AGGRESSIVE
-2,206600,206600,INTARIAN_PEPPER_ROOT,SELL,10201,10,AGGRESSIVE
-2,208700,208700,INTARIAN_PEPPER_ROOT,BUY,10203,4,MARKET_TRADE
-2,209200,209200,INTARIAN_PEPPER_ROOT,BUY,10206,7,AGGRESSIVE
-2,210300,210300,INTARIAN_PEPPER_ROOT,SELL,10216,5,MARKET_TRADE
-2,211300,211300,INTARIAN_PEPPER_ROOT,BUY,10208,3,AGGRESSIVE
-2,212300,212300,INTARIAN_PEPPER_ROOT,SELL,10218,6,MARKET_TRADE
-2,213200,213200,INTARIAN_PEPPER_ROOT,SELL,10216,4,AGGRESSIVE
-2,213200,213200,INTARIAN_PEPPER_ROOT,SELL,10208,12,AGGRESSIVE
-2,213200,213200,INTARIAN_PEPPER_ROOT,SELL,10205,2,AGGRESSIVE
-2,218400,218400,INTARIAN_PEPPER_ROOT,BUY,10213,7,MARKET_TRADE
-2,219700,219700,INTARIAN_PEPPER_ROOT,SELL,10225,3,MARKET_TRADE
-2,220900,220900,INTARIAN_PEPPER_ROOT,BUY,10222,8,AGGRESSIVE
-2,221200,221200,INTARIAN_PEPPER_ROOT,BUY,10218,8,AGGRESSIVE
-2,221600,221600,INTARIAN_PEPPER_ROOT,SELL,10227,6,MARKET_TRADE
-2,221700,221700,INTARIAN_PEPPER_ROOT,BUY,10218,8,AGGRESSIVE
-2,224600,224600,INTARIAN_PEPPER_ROOT,SELL,10219,12,AGGRESSIVE
-2,225400,225400,INTARIAN_PEPPER_ROOT,SELL,10228,3,AGGRESSIVE
-2,226400,226400,INTARIAN_PEPPER_ROOT,SELL,10232,5,MARKET_TRADE
-2,230100,230100,INTARIAN_PEPPER_ROOT,BUY,10227,6,AGGRESSIVE
-2,231300,231300,INTARIAN_PEPPER_ROOT,SELL,10234,7,AGGRESSIVE
-2,231300,231300,INTARIAN_PEPPER_ROOT,SELL,10226,10,AGGRESSIVE
-2,231300,231300,INTARIAN_PEPPER_ROOT,SELL,10223,1,AGGRESSIVE
-2,231500,231500,INTARIAN_PEPPER_ROOT,BUY,10226,5,MARKET_TRADE
-2,232500,232500,INTARIAN_PEPPER_ROOT,BUY,10234,8,AGGRESSIVE
-2,232700,232700,INTARIAN_PEPPER_ROOT,SELL,10227,8,AGGRESSIVE
-2,234600,234600,INTARIAN_PEPPER_ROOT,BUY,10229,5,MARKET_TRADE
-2,235900,235900,INTARIAN_PEPPER_ROOT,SELL,10244,6,MARKET_TRADE
-2,237200,237200,INTARIAN_PEPPER_ROOT,BUY,10234,3,AGGRESSIVE
-2,241500,241500,INTARIAN_PEPPER_ROOT,BUY,10243,9,AGGRESSIVE
-2,241600,241600,INTARIAN_PEPPER_ROOT,SELL,10247,7,MARKET_TRADE
-2,243100,243100,INTARIAN_PEPPER_ROOT,BUY,10240,7,AGGRESSIVE
-2,243300,243300,INTARIAN_PEPPER_ROOT,SELL,10246,4,AGGRESSIVE
-2,243300,243300,INTARIAN_PEPPER_ROOT,SELL,10238,9,AGGRESSIVE
-2,243700,243700,INTARIAN_PEPPER_ROOT,BUY,10240,7,AGGRESSIVE
-2,246100,246100,INTARIAN_PEPPER_ROOT,BUY,10240,5,MARKET_TRADE
-2,247700,247700,INTARIAN_PEPPER_ROOT,BUY,10244,6,AGGRESSIVE
-2,248400,248400,INTARIAN_PEPPER_ROOT,SELL,10257,7,MARKET_TRADE
-2,248700,248700,INTARIAN_PEPPER_ROOT,BUY,10245,7,AGGRESSIVE
-2,250000,250000,INTARIAN_PEPPER_ROOT,BUY,10244,5,MARKET_TRADE
-2,250900,250900,INTARIAN_PEPPER_ROOT,SELL,10257,7,MARKET_TRADE
-2,252100,252100,INTARIAN_PEPPER_ROOT,SELL,10255,7,AGGRESSIVE
-2,253000,253000,INTARIAN_PEPPER_ROOT,BUY,10249,4,AGGRESSIVE
-2,255000,255000,INTARIAN_PEPPER_ROOT,BUY,10251,5,AGGRESSIVE
-2,262700,262700,INTARIAN_PEPPER_ROOT,SELL,10265,3,AGGRESSIVE
-2,264000,264000,INTARIAN_PEPPER_ROOT,BUY,10260,6,AGGRESSIVE
-2,264500,264500,INTARIAN_PEPPER_ROOT,BUY,10261,6,AGGRESSIVE
-2,265500,265500,INTARIAN_PEPPER_ROOT,SELL,10260,12,AGGRESSIVE
-2,265700,265700,INTARIAN_PEPPER_ROOT,SELL,10274,4,MARKET_TRADE
-2,267300,267300,INTARIAN_PEPPER_ROOT,SELL,10270,8,AGGRESSIVE
-2,268700,268700,INTARIAN_PEPPER_ROOT,BUY,10265,5,AGGRESSIVE
-2,268700,268700,INTARIAN_PEPPER_ROOT,BUY,10274,12,AGGRESSIVE
-2,272300,272300,INTARIAN_PEPPER_ROOT,BUY,10269,7,AGGRESSIVE
-2,272500,272500,INTARIAN_PEPPER_ROOT,SELL,10275,3,AGGRESSIVE
-2,272500,272500,INTARIAN_PEPPER_ROOT,SELL,10267,9,AGGRESSIVE
-2,275500,275500,INTARIAN_PEPPER_ROOT,BUY,10270,6,MARKET_TRADE
-2,277900,277900,INTARIAN_PEPPER_ROOT,SELL,10275,5,AGGRESSIVE
-2,279800,279800,INTARIAN_PEPPER_ROOT,SELL,10282,4,AGGRESSIVE
-2,280000,280000,INTARIAN_PEPPER_ROOT,SELL,10283,4,AGGRESSIVE
-2,282300,282300,INTARIAN_PEPPER_ROOT,BUY,10277,5,MARKET_TRADE
-2,283000,283000,INTARIAN_PEPPER_ROOT,SELL,10289,5,MARKET_TRADE
-2,285700,285700,INTARIAN_PEPPER_ROOT,BUY,10282,8,AGGRESSIVE
-2,286200,286200,INTARIAN_PEPPER_ROOT,SELL,10292,4,MARKET_TRADE
-2,288800,288800,INTARIAN_PEPPER_ROOT,BUY,10283,5,MARKET_TRADE
-2,289000,289000,INTARIAN_PEPPER_ROOT,SELL,10292,5,AGGRESSIVE
-2,289000,289000,INTARIAN_PEPPER_ROOT,SELL,10283,10,AGGRESSIVE
-2,289700,289700,INTARIAN_PEPPER_ROOT,SELL,10292,8,AGGRESSIVE
-2,291100,291100,INTARIAN_PEPPER_ROOT,BUY,10293,11,AGGRESSIVE
-2,292300,292300,INTARIAN_PEPPER_ROOT,SELL,10295,5,AGGRESSIVE
-2,292300,292300,INTARIAN_PEPPER_ROOT,SELL,10298,7,MARKET_TRADE
-2,295100,295100,INTARIAN_PEPPER_ROOT,BUY,10292,7,AGGRESSIVE
-2,295100,295100,INTARIAN_PEPPER_ROOT,BUY,10301,10,AGGRESSIVE
-2,295600,295600,INTARIAN_PEPPER_ROOT,SELL,10298,7,AGGRESSIVE
-2,298100,298100,INTARIAN_PEPPER_ROOT,BUY,10295,5,AGGRESSIVE
-2,298100,298100,INTARIAN_PEPPER_ROOT,BUY,10304,11,AGGRESSIVE
-2,298200,298200,INTARIAN_PEPPER_ROOT,SELL,10301,6,AGGRESSIVE
-2,298300,298300,INTARIAN_PEPPER_ROOT,BUY,10295,4,AGGRESSIVE
-2,298900,298900,INTARIAN_PEPPER_ROOT,BUY,10291,3,MARKET_TRADE
-2,299000,299000,INTARIAN_PEPPER_ROOT,SELL,10302,7,AGGRESSIVE
-2,299000,299000,INTARIAN_PEPPER_ROOT,SELL,10293,11,AGGRESSIVE
-2,301900,301900,INTARIAN_PEPPER_ROOT,SELL,10310,7,MARKET_TRADE
-2,302600,302600,INTARIAN_PEPPER_ROOT,BUY,10299,6,AGGRESSIVE
-2,310700,310700,INTARIAN_PEPPER_ROOT,BUY,10312,6,AGGRESSIVE
-2,313600,313600,INTARIAN_PEPPER_ROOT,BUY,10310,4,AGGRESSIVE
-2,314000,314000,INTARIAN_PEPPER_ROOT,SELL,10317,6,AGGRESSIVE
-2,314500,314500,INTARIAN_PEPPER_ROOT,BUY,10309,5,MARKET_TRADE
-2,314800,314800,INTARIAN_PEPPER_ROOT,BUY,10311,4,AGGRESSIVE
-2,321000,321000,INTARIAN_PEPPER_ROOT,BUY,10317,6,AGGRESSIVE
-2,321900,321900,INTARIAN_PEPPER_ROOT,BUY,10318,4,AGGRESSIVE
-2,323400,323400,INTARIAN_PEPPER_ROOT,SELL,10318,11,AGGRESSIVE
-2,324800,324800,INTARIAN_PEPPER_ROOT,BUY,10319,4,MARKET_TRADE
-2,324900,324900,INTARIAN_PEPPER_ROOT,SELL,10327,4,AGGRESSIVE
-2,326300,326300,INTARIAN_PEPPER_ROOT,BUY,10321,7,MARKET_TRADE
-2,329100,329100,INTARIAN_PEPPER_ROOT,SELL,10332,6,AGGRESSIVE
-2,334500,334500,INTARIAN_PEPPER_ROOT,BUY,10331,5,AGGRESSIVE
-2,336400,336400,INTARIAN_PEPPER_ROOT,SELL,10342,5,MARKET_TRADE
-2,337800,337800,INTARIAN_PEPPER_ROOT,SELL,10340,7,AGGRESSIVE
-2,339400,339400,INTARIAN_PEPPER_ROOT,BUY,10336,3,AGGRESSIVE
-2,340200,340200,INTARIAN_PEPPER_ROOT,SELL,10348,3,MARKET_TRADE
-2,342200,342200,INTARIAN_PEPPER_ROOT,SELL,10350,7,MARKET_TRADE
-2,342700,342700,INTARIAN_PEPPER_ROOT,BUY,10339,4,AGGRESSIVE
-2,342700,342700,INTARIAN_PEPPER_ROOT,BUY,10348,12,AGGRESSIVE
-2,344500,344500,INTARIAN_PEPPER_ROOT,BUY,10341,8,AGGRESSIVE
-2,344500,344500,INTARIAN_PEPPER_ROOT,BUY,10339,7,MARKET_TRADE
-2,346200,346200,INTARIAN_PEPPER_ROOT,SELL,10349,8,AGGRESSIVE
-2,346200,346200,INTARIAN_PEPPER_ROOT,SELL,10341,10,AGGRESSIVE
-2,346700,346700,INTARIAN_PEPPER_ROOT,BUY,10338,3,MARKET_TRADE
-2,347100,347100,INTARIAN_PEPPER_ROOT,SELL,10355,7,MARKET_TRADE
-2,348000,348000,INTARIAN_PEPPER_ROOT,SELL,10351,4,AGGRESSIVE
-2,349500,349500,INTARIAN_PEPPER_ROOT,BUY,10344,7,MARKET_TRADE
-2,350200,350200,INTARIAN_PEPPER_ROOT,SELL,10356,5,MARKET_TRADE
-2,352000,352000,INTARIAN_PEPPER_ROOT,SELL,10355,8,AGGRESSIVE
-2,356200,356200,INTARIAN_PEPPER_ROOT,BUY,10353,8,AGGRESSIVE
-2,358100,358100,INTARIAN_PEPPER_ROOT,BUY,10360,7,AGGRESSIVE
-2,358300,358300,INTARIAN_PEPPER_ROOT,BUY,10355,4,AGGRESSIVE
-2,359000,359000,INTARIAN_PEPPER_ROOT,SELL,10362,5,AGGRESSIVE
-2,359000,359000,INTARIAN_PEPPER_ROOT,SELL,10353,10,AGGRESSIVE
-2,359800,359800,INTARIAN_PEPPER_ROOT,BUY,10356,3,AGGRESSIVE
-2,362100,362100,INTARIAN_PEPPER_ROOT,BUY,10356,6,MARKET_TRADE
-2,363300,363300,INTARIAN_PEPPER_ROOT,SELL,10366,8,AGGRESSIVE
-2,363400,363400,INTARIAN_PEPPER_ROOT,BUY,10358,5,MARKET_TRADE
-2,363400,363400,INTARIAN_PEPPER_ROOT,BUY,10365,5,AGGRESSIVE
-2,372700,372700,INTARIAN_PEPPER_ROOT,BUY,10364,3,MARKET_TRADE
-2,377700,377700,INTARIAN_PEPPER_ROOT,SELL,10383,6,MARKET_TRADE
-2,379600,379600,INTARIAN_PEPPER_ROOT,BUY,10376,6,AGGRESSIVE
-2,381100,381100,INTARIAN_PEPPER_ROOT,SELL,10379,5,AGGRESSIVE
-2,381100,381100,INTARIAN_PEPPER_ROOT,SELL,10375,12,AGGRESSIVE
-2,382000,382000,INTARIAN_PEPPER_ROOT,SELL,10388,5,MARKET_TRADE
-2,383600,383600,INTARIAN_PEPPER_ROOT,BUY,10380,7,AGGRESSIVE
-2,388800,388800,INTARIAN_PEPPER_ROOT,BUY,10383,3,MARKET_TRADE
-2,389100,389100,INTARIAN_PEPPER_ROOT,SELL,10392,6,AGGRESSIVE
-2,389700,389700,INTARIAN_PEPPER_ROOT,BUY,10391,11,AGGRESSIVE
-2,391300,391300,INTARIAN_PEPPER_ROOT,SELL,10394,8,AGGRESSIVE
-2,392600,392600,INTARIAN_PEPPER_ROOT,BUY,10398,8,AGGRESSIVE
-2,394900,394900,INTARIAN_PEPPER_ROOT,BUY,10387,7,MARKET_TRADE
-2,395400,395400,INTARIAN_PEPPER_ROOT,SELL,10390,8,AGGRESSIVE
-2,395400,395400,INTARIAN_PEPPER_ROOT,SELL,10398,7,AGGRESSIVE
-2,396000,396000,INTARIAN_PEPPER_ROOT,BUY,10390,4,MARKET_TRADE
-2,398100,398100,INTARIAN_PEPPER_ROOT,BUY,10394,4,AGGRESSIVE
-2,399400,399400,INTARIAN_PEPPER_ROOT,SELL,10402,4,AGGRESSIVE
-2,399400,399400,INTARIAN_PEPPER_ROOT,SELL,10394,12,AGGRESSIVE
-2,399700,399700,INTARIAN_PEPPER_ROOT,BUY,10405,12,AGGRESSIVE
-2,400000,400000,INTARIAN_PEPPER_ROOT,BUY,10396,8,AGGRESSIVE
-2,400400,400400,INTARIAN_PEPPER_ROOT,BUY,10397,7,AGGRESSIVE
-2,402600,402600,INTARIAN_PEPPER_ROOT,BUY,10394,3,MARKET_TRADE
-2,402900,402900,INTARIAN_PEPPER_ROOT,BUY,10397,7,MARKET_TRADE
-2,403700,403700,INTARIAN_PEPPER_ROOT,BUY,10395,5,MARKET_TRADE
-2,407200,407200,INTARIAN_PEPPER_ROOT,BUY,10404,7,AGGRESSIVE
-2,407500,407500,INTARIAN_PEPPER_ROOT,SELL,10413,5,MARKET_TRADE
-2,410800,410800,INTARIAN_PEPPER_ROOT,SELL,10405,9,AGGRESSIVE
-2,410900,410900,INTARIAN_PEPPER_ROOT,SELL,10417,3,MARKET_TRADE
-2,412300,412300,INTARIAN_PEPPER_ROOT,SELL,10410,5,AGGRESSIVE
-2,413000,413000,INTARIAN_PEPPER_ROOT,SELL,10416,3,AGGRESSIVE
-2,413000,413000,INTARIAN_PEPPER_ROOT,SELL,10407,9,AGGRESSIVE
-2,413000,413000,INTARIAN_PEPPER_ROOT,SELL,10405,6,AGGRESSIVE
-2,415300,415300,INTARIAN_PEPPER_ROOT,SELL,10418,8,AGGRESSIVE
-2,415600,415600,INTARIAN_PEPPER_ROOT,BUY,10421,10,AGGRESSIVE
-2,416900,416900,INTARIAN_PEPPER_ROOT,SELL,10420,3,AGGRESSIVE
-2,417400,417400,INTARIAN_PEPPER_ROOT,BUY,10414,3,AGGRESSIVE
-2,417400,417400,INTARIAN_PEPPER_ROOT,BUY,10423,8,AGGRESSIVE
-2,419500,419500,INTARIAN_PEPPER_ROOT,SELL,10425,6,MARKET_TRADE
-2,422000,422000,INTARIAN_PEPPER_ROOT,SELL,10425,4,AGGRESSIVE
-2,423300,423300,INTARIAN_PEPPER_ROOT,BUY,10420,5,AGGRESSIVE
-2,425500,425500,INTARIAN_PEPPER_ROOT,BUY,10422,3,AGGRESSIVE
-2,430400,430400,INTARIAN_PEPPER_ROOT,BUY,10422,5,MARKET_TRADE
-2,433200,433200,INTARIAN_PEPPER_ROOT,SELL,10439,7,MARKET_TRADE
-2,433600,433600,INTARIAN_PEPPER_ROOT,SELL,10442,7,MARKET_TRADE
-2,434100,434100,INTARIAN_PEPPER_ROOT,BUY,10436,7,AGGRESSIVE
-2,434800,434800,INTARIAN_PEPPER_ROOT,SELL,10441,4,MARKET_TRADE
-2,439400,439400,INTARIAN_PEPPER_ROOT,BUY,10436,6,AGGRESSIVE
-2,440600,440600,INTARIAN_PEPPER_ROOT,SELL,10443,8,AGGRESSIVE
-2,441600,441600,INTARIAN_PEPPER_ROOT,BUY,10443,10,AGGRESSIVE
-2,441700,441700,INTARIAN_PEPPER_ROOT,BUY,10443,5,AGGRESSIVE
-2,442400,442400,INTARIAN_PEPPER_ROOT,BUY,10439,8,AGGRESSIVE
-2,443400,443400,INTARIAN_PEPPER_ROOT,BUY,10440,6,AGGRESSIVE
-2,448400,448400,INTARIAN_PEPPER_ROOT,SELL,10451,6,AGGRESSIVE
-2,452600,452600,INTARIAN_PEPPER_ROOT,SELL,10450,9,AGGRESSIVE
-2,454000,454000,INTARIAN_PEPPER_ROOT,BUY,10450,7,AGGRESSIVE
-2,457900,457900,INTARIAN_PEPPER_ROOT,BUY,10452,4,MARKET_TRADE
-2,458400,458400,INTARIAN_PEPPER_ROOT,BUY,10455,4,AGGRESSIVE
-2,458600,458600,INTARIAN_PEPPER_ROOT,BUY,10455,7,AGGRESSIVE
-2,461000,461000,INTARIAN_PEPPER_ROOT,SELL,10467,5,MARKET_TRADE
-2,467000,467000,INTARIAN_PEPPER_ROOT,SELL,10473,6,MARKET_TRADE
-2,469100,469100,INTARIAN_PEPPER_ROOT,BUY,10463,3,MARKET_TRADE
-2,470400,470400,INTARIAN_PEPPER_ROOT,SELL,10468,8,AGGRESSIVE
-2,471500,471500,INTARIAN_PEPPER_ROOT,BUY,10468,3,AGGRESSIVE
