speed,pmf_type_ai,pmf_type_nash,pmf_type_just_above,pmf_type_classic,pmf_type_naive,pmf_type_high_speed,pmf_type_random,pmf_total_mixture
51,0.0,0.009492139360572272,0.06,0.0,0.002431323367279583,0.017114223241366324,0.009900990099009901,0.01311936952150572
52,0.0,0.007240392060513537,0.0,0.0,0.001972992997623189,0.01996682678737272,0.009900990099009901,0.003755316853747018
53,0.0,0.005769728319716312,0.0,0.0,0.0,0.023009371478161567,0.009900990099009901,0.0034327430219565566
54,0.0,0.00477139118348067,0.0,0.0,0.0,0.026190531349620395,0.009900990099009901,0.003425806671624477
55,0.0,0.0038504829725240822,0.0,0.0,0.0,0.029446095246085907,0.009900990099009901,0.003441887255857048
56,0.0,0.003382794793372014,0.0,0.0,0.0,0.0327005431133566,0.009900990099009901,0.003562130325361021
57,0.0,0.002935485559029359,0.0,0.0,0.0,0.035869561698718994,0.009900990099009901,0.0036810805024375774
58,0.0,0.0025161011168187675,0.0,0.0,0.0,0.03886342085094887,0.009900990099009901,0.0037941922213852327
59,0.0,0.0021301985231693106,0.0,0.0,0.0,0.04159104508383399,0.009900990099009901,0.003896368321147816
60,0.0,0.0017813772980929767,0.0,0.0,0.0,0.04396453595101811,0.009900990099009901,0.003982283800083148
61,0.0,0.0,0.0,0.0,0.0,0.04590383888694893,0.009900990099009901,0.003708318227036921
62,0.0,0.0,0.0,0.0,0.0,0.047341212070757636,0.009900990099009901,0.00380893434990353
63,0.0,0.0,0.0,0.0,0.0,0.04822515060660063,0.009900990099009901,0.0038708100474125397
64,0.0,0.0,0.0,0.0,0.0,0.04852344936956437,0.009900990099009901,0.003891690960820001
65,0.0,0.0,0.0,0.0,0.0,0.04822515060660063,0.009900990099009901,0.0038708100474125397
66,0.0,0.0,0.0,0.0,0.0,0.047341212070757636,0.009900990099009901,0.00380893434990353
67,0.0,0.0,0.0,0.0,0.0,0.04590383888694893,0.009900990099009901,0.003708318227036921
68,0.0,0.0,0.0,0.0,0.0,0.04396453595101811,0.009900990099009901,0.003572567021521763
69,0.0,0.0,0.0,0.0,0.0,0.04159104508383399,0.009900990099009901,0.0034064226608188745
70,0.0,0.0,0.0,0.0,0.0,0.038863420850948925,0.009900990099009901,0.00321548896451692
71,0.0,0.0,0.0,0.0,0.0,0.03586956169871887,0.009900990099009901,0.003005918823860816
72,0.0,0.0,0.0,0.0,0.0,0.0327005431133566,0.009900990099009901,0.0027840875228854573
73,0.0,0.0,0.0,0.0,0.0,0.02944609524608597,0.009900990099009901,0.002556276172176513
74,0.0,0.0,0.0,0.0,0.0,0.026190531349620395,0.009900990099009901,0.002328386699423923
75,0.0,0.0,0.0,0.0,0.0,0.023009371478161567,0.009900990099009901,0.002105705508421805
76,0.0,0.0,0.0,0.0,0.0,0.01996682678737272,0.009900990099009901,0.0018927273800665855
77,0.0,0.0,0.0,0.0,0.0,0.017114223241366293,0.009900990099009901,0.0016930451318461356
78,0.0,0.0,0.0,0.0,0.0,0.014489359283001468,0.009900990099009901,0.001509304654760598
79,0.0,0.0,0.0,0.0,0.0,0.012116718423149549,0.009900990099009901,0.0013432197945709636
80,0.0,0.0,0.0,0.0,0.0,0.010008400911701878,0.009900990099009901,0.0011956375687696267
81,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
82,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
83,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
84,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
85,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
86,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
87,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
88,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
89,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
90,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
91,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
92,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
93,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
94,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
95,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
96,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
97,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
98,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
99,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
100,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0004950495049504951
