day,timestamp,product,side,price,quantity,source
-2,211900,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,215200,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,217300,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,232400,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,236900,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,244200,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,255300,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,261400,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,263300,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,264200,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,271100,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,273100,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,278500,EMERALDS,SELL,10008,5,MARKET_TRADE
-2,289600,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,298800,EMERALDS,SELL,10008,5,MARKET_TRADE
-2,302300,EMERALDS,SELL,10008,5,MARKET_TRADE
-2,305800,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,307700,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,308300,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,308400,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,308500,EMERALDS,BUY,9992,4,MARKET_TRADE
-2,324200,EMERALDS,BUY,9992,4,MARKET_TRADE
-2,324400,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,324600,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,325400,EMERALDS,BUY,9992,4,MARKET_TRADE
-2,331600,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,332500,EMERALDS,BUY,9992,4,MARKET_TRADE
-2,335500,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,345300,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,350400,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,355700,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,363300,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,376600,EMERALDS,SELL,10008,5,MARKET_TRADE
-2,392600,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,396600,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,398700,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,402300,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,404800,EMERALDS,SELL,10008,5,MARKET_TRADE
-2,408800,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,413000,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,413600,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,414000,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,419700,EMERALDS,BUY,9992,4,MARKET_TRADE
-2,420800,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,429100,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,436600,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,456000,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,457800,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,459700,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,473100,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,491600,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,491900,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,493300,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,507200,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,517600,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,517700,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,521000,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,524100,EMERALDS,BUY,9992,4,MARKET_TRADE
-2,527600,EMERALDS,BUY,9992,4,MARKET_TRADE
-2,529600,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,535200,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,549100,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,551500,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,562200,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,566200,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,569200,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,576300,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,588900,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,592200,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,593200,EMERALDS,SELL,10008,5,MARKET_TRADE
-2,595200,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,596300,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,598100,EMERALDS,SELL,10008,5,MARKET_TRADE
-2,604600,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,611100,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,616900,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,619000,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,627400,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,632600,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,633400,EMERALDS,BUY,9992,4,MARKET_TRADE
-2,635000,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,636300,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,637100,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,650600,EMERALDS,BUY,9992,1,MARKET_TRADE
-2,651300,EMERALDS,SELL,10008,5,MARKET_TRADE
-2,655400,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,661500,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,662600,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,663000,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,665700,EMERALDS,BUY,9992,4,MARKET_TRADE
-2,674500,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,677900,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,678500,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,678800,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,682100,EMERALDS,BUY,9992,2,MARKET_TRADE
-2,685300,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,685600,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,698000,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,703300,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,731700,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,741900,EMERALDS,SELL,10008,5,MARKET_TRADE
-2,744900,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,745000,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,748600,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,761000,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,766500,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,783400,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,792000,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,797800,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,806200,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,808900,EMERALDS,BUY,9992,3,MARKET_TRADE
-2,811500,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,817800,EMERALDS,BUY,9992,4,MARKET_TRADE
-2,822100,EMERALDS,BUY,9992,4,MARKET_TRADE
-2,822500,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,822700,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,823100,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,824000,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,826800,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,834700,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,837600,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,839200,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,848000,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,849500,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,851000,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,864900,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,868200,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,870400,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,891200,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,909600,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,919800,EMERALDS,SELL,10008,3,MARKET_TRADE
-2,927400,EMERALDS,BUY,9992,5,MARKET_TRADE
-2,932900,EMERALDS,SELL,10008,5,MARKET_TRADE
-2,940200,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,942400,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,943600,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,947200,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,949400,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,950000,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,952400,EMERALDS,BUY,9992,6,MARKET_TRADE
-2,954600,EMERALDS,SELL,10008,5,MARKET_TRADE
-2,957400,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,960300,EMERALDS,SELL,10008,4,MARKET_TRADE
-2,966900,EMERALDS,SELL,10008,6,MARKET_TRADE
-2,969000,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,3200,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,5000,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,31400,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,39900,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,42400,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,51300,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,55300,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,55700,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,62700,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,66700,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,67300,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,73700,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,80400,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,83800,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,87600,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,93900,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,95100,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,96500,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,98000,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,98400,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,101200,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,103700,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,108000,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,110700,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,131700,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,132100,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,133700,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,133900,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,135500,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,146100,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,152000,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,158300,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,182700,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,207500,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,210000,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,212200,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,218400,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,219300,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,225900,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,234400,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,236300,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,242000,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,243600,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,262900,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,285700,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,294500,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,297400,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,298900,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,300000,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,309300,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,314400,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,315900,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,327400,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,336100,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,356500,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,360100,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,369300,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,383600,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,385100,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,392300,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,396700,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,403300,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,412400,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,416000,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,416500,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,418000,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,424700,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,426700,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,434400,EMERALDS,BUY,9992,2,MARKET_TRADE
-1,439100,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,439400,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,450300,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,453700,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,453800,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,455400,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,458200,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,459800,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,460700,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,463900,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,467200,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,471900,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,472800,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,479200,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,479600,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,483900,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,484200,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,493900,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,506500,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,509600,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,512300,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,513500,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,516500,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,524900,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,533600,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,555400,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,555500,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,559200,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,567700,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,568900,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,572200,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,575900,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,577000,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,578200,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,579500,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,585600,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,597400,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,598500,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,601500,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,609700,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,610700,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,629500,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,631100,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,631600,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,632500,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,635600,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,642300,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,646200,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,650800,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,662200,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,662700,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,664100,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,667000,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,672000,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,674600,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,680100,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,681100,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,681400,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,690800,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,699400,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,705800,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,710900,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,713600,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,722200,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,727400,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,732600,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,738700,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,744500,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,748600,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,751800,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,753700,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,756500,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,757300,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,759900,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,760100,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,762400,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,764200,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,781400,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,785800,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,792200,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,800600,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,810900,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,815200,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,817300,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,822000,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,828100,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,832300,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,834800,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,842700,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,848100,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,850100,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,862700,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,863700,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,864500,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,864600,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,870700,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,875800,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,881200,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,881400,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,883400,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,885900,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,894400,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,900200,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,904500,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,905000,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,905600,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,909100,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,909400,EMERALDS,BUY,9992,4,MARKET_TRADE
-1,915100,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,924600,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,928700,EMERALDS,SELL,10008,5,MARKET_TRADE
-1,931900,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,940100,EMERALDS,SELL,10008,4,MARKET_TRADE
-1,940900,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,941400,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,952000,EMERALDS,BUY,9992,6,MARKET_TRADE
-1,954400,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,955600,EMERALDS,BUY,9992,3,MARKET_TRADE
-1,968200,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,969600,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,972900,EMERALDS,BUY,9992,5,MARKET_TRADE
-1,973400,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,979200,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,982900,EMERALDS,SELL,10008,6,MARKET_TRADE
-1,983800,EMERALDS,SELL,10008,3,MARKET_TRADE
-1,985600,EMERALDS,SELL,10008,6,MARKET_TRADE
