delta_variant,delta_label,delta_value,bid,P0_mean,net_gain_if_accepted,uplift_pct_vs_base,fee_roi,q_low,EV_uplift_low,EV_low,q_central,EV_uplift_central,EV_central,q_high,EV_uplift_high,EV_high,q_stress,EV_uplift_stress,EV_stress,q_weighted,EV_uplift_weighted,EV_weighted
conservative,Delta_conservative,1005.1666666666666,75,102898.83333333333,930.1666666666666,0.009039623060190186,12.402222222222221,0.9998955467677858,930.0695077518354,103828.90284108516,0.9655548043337889,898.1268938311459,103796.96022716447,0.41165137518528216,382.90438748484326,103281.73772081817,0.03732688734412946,34.720226377931084,102933.55355971126,0.6653006994058875,618.8405338973763,103517.67386723071
conservative,Delta_conservative,1005.1666666666666,100,102898.83333333333,905.1666666666666,0.008796665980987798,9.051666666666666,0.9999983804058309,905.1652006640112,103803.99853399734,0.997786824107717,903.1633736215018,103801.99670695483,0.8066786301976913,730.1786067672768,103629.01194010061,0.11920292202211755,107.89851158368673,103006.73184491701,0.8089985140665864,732.2784883159385,103631.11182164926
conservative,Delta_conservative,1005.1666666666666,125,102898.83333333333,880.1666666666666,0.00855370890178541,7.041333333333333,0.999999974890009,880.1666445656896,103778.99997789902,0.9998621062079837,880.0452971473936,103778.87863048073,0.9613683488409503,846.1643750381764,103744.9977083715,0.320821300824607,282.37621494245826,103181.20954827579,0.8864785384926709,780.2488602966325,103679.08219362996
conservative,Delta_conservative,1005.1666666666666,150,102898.83333333333,855.1666666666666,0.008310751822583022,5.701111111111111,0.9999999996106983,855.1666663337488,103753.99999966708,0.9999914251344262,855.1593337274568,103753.99266706078,0.9933071490757153,849.4431636512492,103748.27649698457,0.6224593312018546,532.3064713994527,103431.13980473278,0.941357614398368,805.0176532463377,103703.85098657967
conservative,Delta_conservative,1005.1666666666666,175,102898.83333333333,830.1666666666666,0.008067794743380634,4.7438095238095235,0.9999999999939644,830.1666666616561,103728.99999999498,0.9999994668403771,830.1662240553197,103728.99955738866,0.9988714745934305,829.2298024916462,103728.06313582498,0.8519528019683106,707.2628177673591,103606.09615110069,0.9774541494085213,811.4498530339739,103710.2831863673
conservative,Delta_conservative,1005.1666666666666,200,102898.83333333333,805.1666666666666,0.007824837664178247,4.025833333333333,0.9999999999999065,805.1666666665914,103703.99999999991,0.9999999668499713,805.1666399753685,103703.9999733087,0.9998105940561749,805.0141633142301,103703.84749664756,0.9525741268224334,766.9809344465292,103665.81426777986,0.992829283980192,799.3930451513845,103698.22637848472
downside,Delta_downside,851.0,0,102898.83333333333,851.0,0.00827025897604929,,0.03444519566621117,29.312861511945705,102928.14619484528,0.0066928509242848554,5.695616136566412,102904.5289494699,0.003287661385934009,2.7977998394298416,102901.63113317276,0.0009110511944006454,0.7753045664349493,102899.60863789976,0.008966875814585915,7.630811318212615,102906.46414465155
downside,Delta_downside,851.0,10,102898.83333333333,841.0,0.008173076144368336,84.1,0.15886910488091516,133.60891720484966,103032.44225053818,0.02005753653785041,16.868388228332197,102915.70172156167,0.0066928509242848554,5.628687627323563,102904.46202096065,0.0015011822567369917,1.26249427791581,102900.09582761125,0.03408641296307344,28.666673301944765,102927.50000663528
downside,Delta_downside,851.0,20,102898.83333333333,831.0,0.008075893312687382,41.55,0.5,415.5,103314.33333333333,0.0585369028743679,48.64416628859973,102947.47749962193,0.013576916943744367,11.28241798025157,102910.11575131358,0.0024726231566347743,2.0547498431634974,102900.8880831765,0.10285872970636568,85.47560438598988,102984.30893771932
downside,Delta_downside,851.0,30,102898.83333333333,821.0,0.007978710481006426,27.366666666666667,0.8411308951190849,690.5684648927687,103589.4017982261,0.15886910488091516,130.43153510723135,103029.26486844056,0.027346786796182875,22.45171195966614,102921.285045293,0.004070137715896128,3.3415830647507208,102902.17491639809,0.1985318329164681,162.99463482442027,103061.82796815776
downside,Delta_downside,851.0,40,102898.83333333333,811.0,0.007881527649325471,20.275,0.9655548043337889,783.0649463147029,103681.89827964803,0.3645764407416393,295.67149344146947,103194.50482677479,0.05431326613264062,44.048058833571545,102942.8813921669,0.0066928509242848554,5.427902099595018,102904.26123543292,0.30796170442515897,249.75694228880394,103148.59027562213
downside,Delta_downside,851.0,50,102898.83333333333,801.0,0.007784344817644515,16.02,0.9933071490757153,795.639026409648,103694.47235974297,0.6354235592583607,508.9742709659469,103407.80760429928,0.10500058502026482,84.10546860123212,102982.93880193456,0.01098694263059318,8.800541047105137,102907.63387438044,0.4363137129653699,349.48728408526136,103248.32061741859
downside,Delta_downside,851.0,60,102898.83333333333,791.0,0.0076871619859635604,13.183333333333334,0.9987289837369187,789.9946261359026,103688.82795946923,0.8411308951190849,665.3345380391961,103564.16787137253,0.1933213698023087,152.9172035136262,103051.75053684696,0.01798620996209156,14.227092080014422,102913.06042541334,0.5469560480431781,432.6422340021539,103331.47556733548
downside,Delta_downside,851.0,75,102898.83333333333,776.0,0.007541387738442127,10.346666666666666,0.9998955467677858,775.9189442918018,103674.75227762513,0.9655548043337889,749.2705281630202,103648.10386149635,0.41165137518528216,319.44146714377894,103218.27480047711,0.03732688734412946,28.965664579044457,102927.79899791237,0.6653006994058875,516.2733427389687,103415.1066760723
downside,Delta_downside,851.0,100,102898.83333333333,751.0,0.007298430659239739,7.51,0.9999983804058309,750.998783684779,103649.8321170181,0.997786824107717,749.3379049048955,103648.17123823822,0.8066786301976913,605.8156512784661,103504.64898461179,0.11920292202211755,89.52139443861027,102988.35472777193,0.8089985140665864,607.5578840640064,103506.39121739734
downside,Delta_downside,851.0,125,102898.83333333333,726.0,0.007055473580037351,5.808,0.999999974890009,725.9999817701465,103624.83331510347,0.9998621062079837,725.8998891069962,103624.73322244032,0.9613683488409503,697.9534212585299,103596.78675459186,0.320821300824607,232.9162643986647,103131.74959773199,0.8864785384926709,643.5834189456791,103542.41675227901
downside,Delta_downside,851.0,150,102898.83333333333,701.0,0.006812516500834963,4.673333333333333,0.9999999996106983,700.9999997270995,103599.83333306042,0.9999914251344262,700.9939890192328,103599.82732235256,0.9933071490757153,696.3083115020764,103595.1416448354,0.6224593312018546,436.34399117250007,103335.17732450583,0.941357614398368,659.891687693256,103558.72502102658
downside,Delta_downside,851.0,175,102898.83333333333,676.0,0.006569559421632574,3.862857142857143,0.9999999999939644,675.9999999959199,103574.83333332925,0.9999994668403771,675.9996395840949,103574.83297291743,0.9988714745934305,675.237116825159,103574.07045015848,0.8519528019683106,575.9200941305779,103474.7534274639,0.9774541494085213,660.7590050001604,103559.59233833349
downside,Delta_downside,851.0,200,102898.83333333333,651.0,0.006326602342430186,3.255,0.9999999999999065,650.9999999999392,103549.83333333327,0.9999999668499713,650.9999784193313,103549.83331175266,0.9998105940561749,650.8766967305698,103549.7100300639,0.9525741268224334,620.1257565614042,103518.95908989474,0.992829283980192,646.331863871105,103545.16519720443
ra1,Delta_RA_1,703.6166666666666,0,102898.83333333333,703.6166666666666,0.006837946008458145,,0.03444519566621117,24.23621375734061,102923.06954709066,0.0066928509242848554,4.709201457842228,102903.54253479117,0.003287661385934009,2.3132533454996005,102901.14658667883,0.0009110511944006454,0.6410308045668673,102899.47436413789,0.008966875814585915,6.309243271072893,102905.1425766044
ra1,Delta_RA_1,703.6166666666666,10,102898.83333333333,693.6166666666666,0.0067407631767771896,69.36166666666665,0.15886910488091516,110.19425896381742,103009.02759229715,0.02005753653785041,13.912241634928673,102912.74557496826,0.0066928509242848554,4.64227294859938,102903.47560628192,0.0015011822567369917,1.0412450329770562,102899.8745783663,0.03408641296307344,23.642904138070453,102922.4762374714
ra1,Delta_RA_1,703.6166666666666,20,102898.83333333333,683.6166666666666,0.006643580345096234,34.180833333333325,0.5,341.8083333333333,103240.64166666666,0.0585369028743679,40.0168024199658,102938.8501357533,0.013576916943744367,9.28140670469271,102908.11474003801,0.0024726231566347743,1.6903264002614753,102900.52365973359,0.10285872970636568,70.31594193943334,102969.14927527276
ra1,Delta_RA_1,703.6166666666666,30,102898.83333333333,673.6166666666666,0.00654639751341528,22.453888888888887,0.8411308951190849,566.5997898004675,103465.4331231338,0.15886910488091516,107.01687686619911,103005.85021019953,0.027346786796182875,18.42125136568872,102917.25458469901,0.004070137715896128,2.7417126010562294,102901.57504593438,0.1985318329164681,133.73435151641482,103032.56768484974
ra1,Delta_RA_1,703.6166666666666,40,102898.83333333333,663.6166666666666,0.006449214681734324,16.590416666666663,0.9655548043337889,640.7582607359744,103539.59159406931,0.3645764407416393,241.93900235016417,103140.77233568349,0.05431326613264062,36.04318862672252,102934.87652196005,0.0066928509242848554,4.441487420870834,102903.2748207542,0.30796170442515897,204.36851975160923,103103.20185308493
ra1,Delta_RA_1,703.6166666666666,50,102898.83333333333,653.6166666666666,0.006352031850053369,13.072333333333331,0.9933071490757153,649.2421077550387,103548.07544108837,0.6354235592583607,415.32342872391877,103314.15676205725,0.10500058502026482,68.63013237899541,102967.46346571232,0.01098694263059318,7.181248819066211,102906.01458215239,0.4363137129653699,285.18191468938187,103184.01524802271
ra1,Delta_RA_1,703.6166666666666,60,102898.83333333333,643.6166666666666,0.006254849018372414,10.726944444444444,0.9987289837369187,642.798619416143,103541.63195274948,0.8411308951190849,541.3658629468949,103440.19919628023,0.1933213698023087,124.4248556275959,103023.25818896093,0.01798620996209156,11.57622450176816,102910.4095578351,0.5469560480431781,352.03002845472344,103250.86336178806
ra1,Delta_RA_1,703.6166666666666,75,102898.83333333333,628.6166666666666,0.006109074770850981,8.381555555555554,0.9998955467677858,628.5510056240095,103527.38433895734,0.9655548043337889,606.9638425842918,103505.79717591761,0.41165137518528216,258.7709152977214,103157.60424863105,0.03732688734412946,23.46430349930884,102922.29763683263,0.6653006994058875,418.2191079915309,103317.05244132486
ra1,Delta_RA_1,703.6166666666666,100,102898.83333333333,603.6166666666666,0.005866117691648592,6.036166666666666,0.9999983804058309,603.6156890526329,103502.44902238596,0.997786824107717,602.2807568118196,103501.11409014514,0.8066786301976913,486.924665831163,103385.75799916449,0.11920292202211755,71.95287044791718,102970.78620378124,0.8089985140665864,488.32498639915923,103387.1583197325
ra1,Delta_RA_1,703.6166666666666,125,102898.83333333333,578.6166666666666,0.005623160612446204,4.6289333333333325,0.999999974890009,578.6166521376073,103477.44998547094,0.9998621062079837,578.5368790203761,103477.37021235371,0.9613683488409503,556.2637494451878,103455.09708277852,0.320821300824607,185.632551678798,103084.46588501212,0.8864785384926709,512.9312570141676,103411.76459034749
ra1,Delta_RA_1,703.6166666666666,150,102898.83333333333,553.6166666666666,0.005380203533243816,3.690777777777777,0.9999999996106983,553.6166664511427,103452.44999978447,0.9999914251344262,553.6119194781704,103452.44525281149,0.9933071490757153,549.9113928474671,103448.7447261808,0.6224593312018546,344.60386007553336,103243.43719340886,0.941357614398368,521.1512646245097,103419.98459795784
ra1,Delta_RA_1,703.6166666666666,175,102898.83333333333,528.6166666666666,0.005137246454041428,3.020666666666666,0.9999999999939644,528.616666663476,103427.44999999681,0.9999994668403771,528.6163848296039,103427.44971816293,0.9988714745934305,528.0201093279971,103426.85344266132,0.8519528019683106,450.356450333815,103349.18978366714,0.9774541494085213,516.6985542798344,103415.53188761316
ra1,Delta_RA_1,703.6166666666666,200,102898.83333333333,503.61666666666656,0.0048942893748390405,2.518083333333333,0.9999999999999065,503.6166666666195,103402.44999999995,0.9999999668499713,503.6166499717596,103402.4499833051,0.9998105940561749,503.5212786765905,103402.35461200992,0.9525741268224334,479.7322065032244,103378.56553983655,0.992829283980192,500.00537456715756,103398.83870790049
ra2,Delta_RA_2,851.0,0,102898.83333333333,851.0,0.00827025897604929,,0.03444519566621117,29.312861511945705,102928.14619484528,0.0066928509242848554,5.695616136566412,102904.5289494699,0.003287661385934009,2.7977998394298416,102901.63113317276,0.0009110511944006454,0.7753045664349493,102899.60863789976,0.008966875814585915,7.630811318212615,102906.46414465155
ra2,Delta_RA_2,851.0,10,102898.83333333333,841.0,0.008173076144368336,84.1,0.15886910488091516,133.60891720484966,103032.44225053818,0.02005753653785041,16.868388228332197,102915.70172156167,0.0066928509242848554,5.628687627323563,102904.46202096065,0.0015011822567369917,1.26249427791581,102900.09582761125,0.03408641296307344,28.666673301944765,102927.50000663528
ra2,Delta_RA_2,851.0,20,102898.83333333333,831.0,0.008075893312687382,41.55,0.5,415.5,103314.33333333333,0.0585369028743679,48.64416628859973,102947.47749962193,0.013576916943744367,11.28241798025157,102910.11575131358,0.0024726231566347743,2.0547498431634974,102900.8880831765,0.10285872970636568,85.47560438598988,102984.30893771932
ra2,Delta_RA_2,851.0,30,102898.83333333333,821.0,0.007978710481006426,27.366666666666667,0.8411308951190849,690.5684648927687,103589.4017982261,0.15886910488091516,130.43153510723135,103029.26486844056,0.027346786796182875,22.45171195966614,102921.285045293,0.004070137715896128,3.3415830647507208,102902.17491639809,0.1985318329164681,162.99463482442027,103061.82796815776
ra2,Delta_RA_2,851.0,40,102898.83333333333,811.0,0.007881527649325471,20.275,0.9655548043337889,783.0649463147029,103681.89827964803,0.3645764407416393,295.67149344146947,103194.50482677479,0.05431326613264062,44.048058833571545,102942.8813921669,0.0066928509242848554,5.427902099595018,102904.26123543292,0.30796170442515897,249.75694228880394,103148.59027562213
ra2,Delta_RA_2,851.0,50,102898.83333333333,801.0,0.007784344817644515,16.02,0.9933071490757153,795.639026409648,103694.47235974297,0.6354235592583607,508.9742709659469,103407.80760429928,0.10500058502026482,84.10546860123212,102982.93880193456,0.01098694263059318,8.800541047105137,102907.63387438044,0.4363137129653699,349.48728408526136,103248.32061741859
ra2,Delta_RA_2,851.0,60,102898.83333333333,791.0,0.0076871619859635604,13.183333333333334,0.9987289837369187,789.9946261359026,103688.82795946923,0.8411308951190849,665.3345380391961,103564.16787137253,0.1933213698023087,152.9172035136262,103051.75053684696,0.01798620996209156,14.227092080014422,102913.06042541334,0.5469560480431781,432.6422340021539,103331.47556733548
ra2,Delta_RA_2,851.0,75,102898.83333333333,776.0,0.007541387738442127,10.346666666666666,0.9998955467677858,775.9189442918018,103674.75227762513,0.9655548043337889,749.2705281630202,103648.10386149635,0.41165137518528216,319.44146714377894,103218.27480047711,0.03732688734412946,28.965664579044457,102927.79899791237,0.6653006994058875,516.2733427389687,103415.1066760723
ra2,Delta_RA_2,851.0,100,102898.83333333333,751.0,0.007298430659239739,7.51,0.9999983804058309,750.998783684779,103649.8321170181,0.997786824107717,749.3379049048955,103648.17123823822,0.8066786301976913,605.8156512784661,103504.64898461179,0.11920292202211755,89.52139443861027,102988.35472777193,0.8089985140665864,607.5578840640064,103506.39121739734
ra2,Delta_RA_2,851.0,125,102898.83333333333,726.0,0.007055473580037351,5.808,0.999999974890009,725.9999817701465,103624.83331510347,0.9998621062079837,725.8998891069962,103624.73322244032,0.9613683488409503,697.9534212585299,103596.78675459186,0.320821300824607,232.9162643986647,103131.74959773199,0.8864785384926709,643.5834189456791,103542.41675227901
ra2,Delta_RA_2,851.0,150,102898.83333333333,701.0,0.006812516500834963,4.673333333333333,0.9999999996106983,700.9999997270995,103599.83333306042,0.9999914251344262,700.9939890192328,103599.82732235256,0.9933071490757153,696.3083115020764,103595.1416448354,0.6224593312018546,436.34399117250007,103335.17732450583,0.941357614398368,659.891687693256,103558.72502102658
ra2,Delta_RA_2,851.0,175,102898.83333333333,676.0,0.006569559421632574,3.862857142857143,0.9999999999939644,675.9999999959199,103574.83333332925,0.9999994668403771,675.9996395840949,103574.83297291743,0.9988714745934305,675.237116825159,103574.07045015848,0.8519528019683106,575.9200941305779,103474.7534274639,0.9774541494085213,660.7590050001604,103559.59233833349
ra2,Delta_RA_2,851.0,200,102898.83333333333,651.0,0.006326602342430186,3.255,0.9999999999999065,650.9999999999392,103549.83333333327,0.9999999668499713,650.9999784193313,103549.83331175266,0.9998105940561749,650.8766967305698,103549.7100300639,0.9525741268224334,620.1257565614042,103518.95908989474,0.992829283980192,646.331863871105,103545.16519720443
ra3,Delta_RA_3,913.5,0,102898.83333333333,913.5,0.008877651674055262,,0.03444519566621117,31.4656862410839,102930.2990195744,0.0066928509242848554,6.113919319334215,102904.94725265267,0.003287661385934009,3.003278676050717,102901.83661200939,0.0009110511944006454,0.8322452660849896,102899.66557859941,0.008966875814585915,8.191241056624236,102907.02457438996
ra3,Delta_RA_3,913.5,10,102898.83333333333,903.5,0.008780468842374307,90.35,0.15886910488091516,143.53823625990685,103042.37156959323,0.02005753653785041,18.121984261947848,102916.95531759528,0.0066928509242848554,6.0469908100913665,102904.88032414342,0.0015011822567369917,1.356318168961872,102900.1896515023,0.03408641296307344,30.797074112136855,102929.63040744547
ra3,Delta_RA_3,913.5,20,102898.83333333333,893.5,0.00868328601069335,44.675,0.5,446.75,103345.58333333333,0.0585369028743679,52.302722718247715,102951.13605605157,0.013576916943744367,12.130975289235591,102910.96430862257,0.0024726231566347743,2.209288790453171,102901.04262212379,0.10285872970636568,91.90427499263774,102990.73760832597
ra3,Delta_RA_3,913.5,30,102898.83333333333,883.5,0.008586103179012396,29.45,0.8411308951190849,743.1391458377115,103641.97247917105,0.15886910488091516,140.36085416228855,103039.19418749561,0.027346786796182875,24.16088613442757,102922.99421946776,0.004070137715896128,3.595966671994229,102902.42930000533,0.1985318329164681,175.40287438169955,103074.23620771503
ra3,Delta_RA_3,913.5,40,102898.83333333333,873.5,0.00848892034733144,21.8375,0.9655548043337889,843.4121215855646,103742.2454549189,0.3645764407416393,318.4575209878219,103217.29085432115,0.05431326613264062,47.44263796686158,102946.27597130019,0.0066928509242848554,5.846205282362821,102904.67953861569,0.30796170442515897,269.0045488153763,103167.8378821487
ra3,Delta_RA_3,913.5,50,102898.83333333333,863.5,0.008391737515650486,17.27,0.9933071490757153,857.7207232268802,103756.55405656021,0.6354235592583607,548.6882434195944,103447.52157675293,0.10500058502026482,90.66800516499868,102989.50133849833,0.01098694263059318,9.48722496151721,102908.32055829484,0.4363137129653699,376.756891145597,103275.59022447893
ra3,Delta_RA_3,913.5,60,102898.83333333333,853.5,0.008294554683969531,14.225,0.9987289837369187,852.4151876194601,103751.2485209528,0.8411308951190849,717.905218984139,103616.73855231747,0.1933213698023087,164.99978912627049,103063.8331224596,0.01798620996209156,15.351230202645146,102914.18456353598,0.5469560480431781,466.8269870048526,103365.66032033818
ra3,Delta_RA_3,913.5,75,102898.83333333333,838.5,0.008148780436448098,11.18,0.9998955467677858,838.4124159647884,103737.24574929812,0.9655548043337889,809.6177034338821,103708.4510367672,0.41165137518528216,345.1696780928591,103244.00301142619,0.03732688734412946,31.29859503805255,102930.13192837138,0.6653006994058875,557.8546364518367,103456.68796978517
ra3,Delta_RA_3,913.5,100,102898.83333333333,813.5,0.00790582335724571,8.135,0.9999983804058309,813.4986824601434,103712.33201579346,0.997786824107717,811.6995814116278,103710.53291474495,0.8066786301976913,656.2330656658219,103555.06639899914,0.11920292202211755,96.97157706499263,102995.80491039832,0.8089985140665864,658.1202911931681,103556.95362452649
ra3,Delta_RA_3,913.5,125,102898.83333333333,788.5,0.007662866278043321,6.308,0.999999974890009,788.4999802007721,103687.3333135341,0.9998621062079837,788.3912707449952,103687.22460407832,0.9613683488409503,758.0389430610893,103656.87227639442,0.320821300824607,252.96759570020265,103151.80092903353,0.8864785384926709,698.988327601471,103597.8216609348
ra3,Delta_RA_3,913.5,150,102898.83333333333,763.5,0.007419909198840933,5.09,0.9999999996106983,763.4999997027682,103662.33333303609,0.9999914251344262,763.4934530901344,103662.32678642347,0.9933071490757153,758.3900083193087,103657.22334165264,0.6224593312018546,475.24769937261595,103374.08103270594,0.941357614398368,718.726538593154,103617.55987192648
ra3,Delta_RA_3,913.5,175,102898.83333333333,738.5,0.007176952119638545,4.22,0.9999999999939644,738.4999999955427,103637.33333332888,0.9999994668403771,738.4996062616185,103637.33293959494,0.9988714745934305,737.6665839872485,103636.49991732057,0.8519528019683106,629.1671442535974,103528.00047758693,0.9774541494085213,721.849889338193,103620.68322267152
ra3,Delta_RA_3,913.5,200,102898.83333333333,713.5,0.006933995040436157,3.5675,0.9999999999999065,713.4999999999333,103612.33333333326,0.9999999668499713,713.4999763474545,103612.33330968078,0.9998105940561749,713.3648588590808,103612.19819219242,0.9525741268224334,679.6616394878062,103578.49497282114,0.992829283980192,708.383694119867,103607.2170274532
