delta_name,delta_value,from_bid,to_bid,extra_cost,required_relative_q_increase,required_abs_q_increase_if_q1_50,required_abs_q_increase_if_q1_75,required_abs_q_increase_if_q1_90,scenario_family,q1_weighted,q2_weighted,actual_abs_q_increase,required_abs_q_increase_at_q1,upgrade_worthwhile_under_family
risk_adjusted,3423.375,300,500,200,0.06841407619617734,0.03420703809808867,0.05131055714713301,0.06157266857655961,very_tough_alt,0.9836443228646644,0.9999431754154542,0.016298852550789777,0.06729511765440042,0
conservative,4564.5,75,100,25,0.005599731212901693,0.0027998656064508465,0.00419979840967627,0.005039758091611524,prior_reused,0.9764352407844434,0.9979694375084882,0.021534196724044774,0.005467774895197828,1
conservative,4564.5,75,100,25,0.005599731212901693,0.0027998656064508465,0.00419979840967627,0.005039758091611524,moderate_alt,0.6686147353503779,0.8410061496910974,0.17239141434071958,0.003744062802947516,1
conservative,4564.5,75,100,25,0.005599731212901693,0.0027998656064508465,0.00419979840967627,0.005039758091611524,tough_alt,0.34621214246763043,0.5660285052621592,0.21981636279452876,0.001938694940461558,1
conservative,4564.5,75,100,25,0.005599731212901693,0.0027998656064508465,0.00419979840967627,0.005039758091611524,very_tough_alt,0.21939366372713837,0.3471674485323714,0.12777378480523305,0.0012285455466857147,1
conservative,4564.5,100,150,50,0.011326311020500635,0.005663155510250317,0.008494733265375476,0.010193679918450571,prior_reused,0.9979694375084882,0.9999863626949115,0.0020169251864232685,0.01130331223817521,0
conservative,4564.5,100,150,50,0.011326311020500635,0.005663155510250317,0.008494733265375476,0.010193679918450571,moderate_alt,0.8410061496910974,0.9823772316705417,0.14137108197944426,0.009525497221555082,1
conservative,4564.5,100,150,50,0.011326311020500635,0.005663155510250317,0.008494733265375476,0.010193679918450571,tough_alt,0.5660285052621592,0.8410066814783802,0.274978176216221,0.006411014897068295,1
conservative,4564.5,100,150,50,0.011326311020500635,0.005663155510250317,0.008494733265375476,0.010193679918450571,very_tough_alt,0.3471674485323714,0.6667589701223172,0.3195915215899458,0.0039321264982712855,1
conservative,4564.5,150,200,50,0.011456065986940045,0.0057280329934700225,0.008592049490205034,0.01031045938824604,prior_reused,0.9999863626949115,0.9999999082151472,1.3545520235691555e-05,0.011455909757073068,0
conservative,4564.5,150,200,50,0.011456065986940045,0.0057280329934700225,0.008592049490205034,0.01031045938824604,moderate_alt,0.9823772316705417,0.9988442745291639,0.016467042858622216,0.011254178390085214,1
conservative,4564.5,150,200,50,0.011456065986940045,0.0057280329934700225,0.008592049490205034,0.01031045938824604,tough_alt,0.8410066814783802,0.9639126403123576,0.12290595883397737,0.009634628038473791,1
conservative,4564.5,150,200,50,0.011456065986940045,0.0057280329934700225,0.008592049490205034,0.01031045938824604,very_tough_alt,0.6667589701223172,0.8410067287133487,0.17424775859103148,0.007638434759105452,1
conservative,4564.5,200,300,100,0.023449407902450536,0.011724703951225268,0.017587055926837902,0.021104467112205483,prior_reused,0.9999999082151472,0.9999999999958336,9.17806863842685e-08,0.023449405750150084,0
conservative,4564.5,200,300,100,0.023449407902450536,0.011724703951225268,0.017587055926837902,0.021104467112205483,moderate_alt,0.9988442745291639,0.9999955164465748,0.0011512419174108945,0.02342230682446165,0
conservative,4564.5,200,300,100,0.023449407902450536,0.011724703951225268,0.017587055926837902,0.021104467112205483,tough_alt,0.9639126403123576,0.9992577972889942,0.03534515697663665,0.022603180685012558,1
conservative,4564.5,200,300,100,0.023449407902450536,0.011724703951225268,0.017587055926837902,0.021104467112205483,very_tough_alt,0.8410067287133487,0.9836443228646644,0.14263759415131572,0.019721109830304874,1
conservative,4564.5,300,500,200,0.049206544470414615,0.024603272235207307,0.03690490835281096,0.04428589002337315,prior_reused,0.9999999999958336,1.0,4.1664449668132875e-12,0.0492065444702096,0
conservative,4564.5,300,500,200,0.049206544470414615,0.024603272235207307,0.03690490835281096,0.04428589002337315,moderate_alt,0.9999955164465748,0.999999999932991,4.48348641624019e-06,0.049206323850243615,0
conservative,4564.5,300,500,200,0.049206544470414615,0.024603272235207307,0.03690490835281096,0.04428589002337315,tough_alt,0.9992577972889942,0.9999997505409184,0.0007419532519241656,0.04917002323970945,0
conservative,4564.5,300,500,200,0.049206544470414615,0.024603272235207307,0.03690490835281096,0.04428589002337315,very_tough_alt,0.9836443228646644,0.9999431754154542,0.016298852550789777,0.04840173811611098,0
central,6519.0,75,100,25,0.0038946876460508317,0.0019473438230254159,0.002921015734538124,0.0035052188814457485,prior_reused,0.9764352407844434,0.9979694375084882,0.021534196724044774,0.003802910269451841,1
central,6519.0,75,100,25,0.0038946876460508317,0.0019473438230254159,0.002921015734538124,0.0035052188814457485,moderate_alt,0.6686147353503779,0.8410061496910974,0.17239141434071958,0.002604045549736663,1
central,6519.0,75,100,25,0.0038946876460508317,0.0019473438230254159,0.002921015734538124,0.0035052188814457485,tough_alt,0.34621214246763043,0.5660285052621592,0.21981636279452876,0.0013483881541814708,1
central,6519.0,75,100,25,0.0038946876460508317,0.0019473438230254159,0.002921015734538124,0.0035052188814457485,very_tough_alt,0.21939366372713837,0.3471674485323714,0.12777378480523305,0.0008544697917399163,1
central,6519.0,100,150,50,0.007850525985241052,0.003925262992620526,0.005887894488930789,0.007065473386716948,prior_reused,0.9979694375084882,0.9999863626949115,0.0020169251864232685,0.007834585001636783,0
central,6519.0,100,150,50,0.007850525985241052,0.003925262992620526,0.005887894488930789,0.007065473386716948,moderate_alt,0.8410061496910974,0.9823772316705417,0.14137108197944426,0.0066023406318974865,1
central,6519.0,100,150,50,0.007850525985241052,0.003925262992620526,0.005887894488930789,0.007065473386716948,tough_alt,0.5660285052621592,0.8410066814783802,0.274978176216221,0.004443621488947733,1
central,6519.0,100,150,50,0.007850525985241052,0.003925262992620526,0.005887894488930789,0.007065473386716948,very_tough_alt,0.3471674485323714,0.6667589701223172,0.3195915215899458,0.0027254470759332174,1
central,6519.0,150,200,50,0.00791264440576045,0.003956322202880225,0.005934483304320337,0.007121379965184404,prior_reused,0.9999863626949115,0.9999999082151472,1.3545520235691555e-05,0.007912536498614632,0
central,6519.0,150,200,50,0.00791264440576045,0.003956322202880225,0.005934483304320337,0.007121379965184404,moderate_alt,0.9823772316705417,0.9988442745291639,0.016467042858622216,0.007773201706524349,1
central,6519.0,150,200,50,0.00791264440576045,0.003956322202880225,0.005934483304320337,0.007121379965184404,tough_alt,0.8410066814783802,0.9639126403123576,0.12290595883397737,0.006654586813407065,1
central,6519.0,150,200,50,0.00791264440576045,0.003956322202880225,0.005934483304320337,0.007121379965184404,very_tough_alt,0.6667589701223172,0.8410067287133487,0.17424775859103148,0.005275826634928952,1
central,6519.0,200,300,100,0.016079755587715017,0.008039877793857508,0.012059816690786263,0.014471780028943516,prior_reused,0.9999999082151472,0.9999999999958336,9.17806863842685e-08,0.016079754111837017,0
central,6519.0,200,300,100,0.016079755587715017,0.008039877793857508,0.012059816690786263,0.014471780028943516,moderate_alt,0.9988442745291639,0.9999955164465748,0.0011512419174108945,0.016061171804617476,0
central,6519.0,200,300,100,0.016079755587715017,0.008039877793857508,0.012059816690786263,0.014471780028943516,tough_alt,0.9639126403123576,0.9992577972889942,0.03534515697663665,0.015499479664131767,1
central,6519.0,200,300,100,0.016079755587715017,0.008039877793857508,0.012059816690786263,0.014471780028943516,very_tough_alt,0.8410067287133487,0.9836443228646644,0.14263759415131572,0.013523182645334395,1
central,6519.0,300,500,200,0.0332281109818906,0.0166140554909453,0.02492108323641795,0.029905299883701542,prior_reused,0.9999999999958336,1.0,4.1664449668132875e-12,0.03322811098175216,0
central,6519.0,300,500,200,0.0332281109818906,0.0166140554909453,0.02492108323641795,0.029905299883701542,moderate_alt,0.9999955164465748,0.999999999932991,4.48348641624019e-06,0.033227962001879795,0
central,6519.0,300,500,200,0.0332281109818906,0.0166140554909453,0.02492108323641795,0.029905299883701542,tough_alt,0.9992577972889942,0.9999997505409184,0.0007419532519241656,0.03320344898783824,0
central,6519.0,300,500,200,0.0332281109818906,0.0166140554909453,0.02492108323641795,0.029905299883701542,very_tough_alt,0.9836443228646644,0.9999431754154542,0.016298852550789777,0.0326846427268537,0
