scenario_family,scenario_family_label,delta_name,delta_value,bid,weighted_acceptance,q_low_competition,ev_low_competition,q_central,ev_central,q_high_competition,ev_high_competition,weighted_ev,q_mild,ev_mild,q_high,ev_high
moderate_alt,Moderate alternative,central,6519.0,200,0.9988442745291639,,,0.9999991684719722,6318.994745574392,,,6311.6969707497865,0.9999999999997846,6318.999999998639,0.9961489676440697,6294.665326542877
moderate_alt,Moderate alternative,central,6519.0,250,0.9999279036847561,,,0.9999999943972036,6268.9999648760695,,,6268.548028199736,1.0,6269.0,0.9997596882871811,6267.493485872338
moderate_alt,Moderate alternative,central,6519.0,300,0.9999955164465748,,,0.9999999999622486,6218.999999765224,,,6218.9721167812495,1.0,6219.0,0.999985054884835,6218.907056328789
moderate_alt,Moderate alternative,central,6519.0,400,0.9999999826667545,,,0.9999999999999982,6118.999999999989,,,6118.999893937871,1.0,6119.0,0.9999999422225181,6118.999646459588
moderate_alt,Moderate alternative,central,6519.0,500,0.999999999932991,,,1.0,6019.0,,,6018.999999596674,1.0,6019.0,0.9999999997766369,6018.999998655578
prior_reused,Prior reused,central,6519.0,0,0.018281488384670995,0.04742587317756678,309.16926724455783,0.013576916943744367,88.50792155626952,0.0066928509242848554,43.630695175412974,119.17702277967021,,,,
prior_reused,Prior reused,central,6519.0,10,0.0863407803289468,0.2689414213699951,1750.5397116972981,0.05431326613264062,353.5250492573578,0.01798620996209156,117.07224064325396,561.9921391611148,,,,
prior_reused,Prior reused,central,6519.0,25,0.36324314286058457,0.8807970779778823,5719.896224388368,0.32865254651727005,2134.269637083152,0.07585818002124355,492.6230210579556,2358.9009697366364,,,,
prior_reused,Prior reused,central,6519.0,40,0.6826831713249872,0.9933071490757153,6435.637018861559,0.8066786301976913,5226.4708450508415,0.2689414213699951,1742.4714690561982,4423.104267014593,,,,
prior_reused,Prior reused,central,6519.0,50,0.8226611566947996,0.9990889488055994,6463.106409823423,0.9456867338673594,6117.647481387948,0.5,3234.5,5321.795022658658,,,,
prior_reused,Prior reused,central,6519.0,60,0.912504436201932,0.9998766054240137,6458.202994433705,0.9864230830562556,6371.306693460355,0.7310585786300049,4721.907359371202,5893.866153428279,,,,
prior_reused,Prior reused,central,6519.0,75,0.9764352407844434,0.9999938558253978,6443.960406938863,0.9983878472514738,6433.611287688497,0.9241418199787566,5955.169887943107,6292.148691614953,,,,
prior_reused,Prior reused,central,6519.0,90,0.9945093728590145,0.999999694097773,6428.998033354583,0.9998105940561749,6427.782309187149,0.9820137900379085,6313.366656153714,6393.7007581106045,,,,
prior_reused,Prior reused,central,6519.0,100,0.9979694375084882,0.9999999586006244,6418.999734257408,0.9999546021312976,6418.708591080799,0.9933071490757153,6376.038589917016,6405.965819366987,,,,
prior_reused,Prior reused,central,6519.0,125,0.9998335281294592,0.9999999997210531,6393.999998216414,0.9999987235526515,6393.991838395654,0.9994472213630764,6390.465533395511,6392.935578859762,,,,
prior_reused,Prior reused,central,6519.0,150,0.9999863626949115,0.9999999999981204,6368.999999988029,0.9999999641117963,6368.999771428031,0.9999546021312976,6368.7108609742345,6368.913144003892,,,,
prior_reused,Prior reused,central,6519.0,175,0.9999988815037019,0.9999999999999873,6343.99999999992,0.9999999989909794,6343.9999935987735,0.9999962733607158,6343.976358200382,6343.992904259485,,,,
prior_reused,Prior reused,central,6519.0,200,0.9999999082151472,1.0,6319.0,0.9999999999716307,6318.999999820734,0.999999694097773,6318.998067003828,6318.999420011514,,,,
prior_reused,Prior reused,central,6519.0,250,0.9999999993816426,1.0,6269.0,0.9999999999999776,6268.999999999859,0.9999999979388463,6268.999987078628,6268.999996123519,,,,
prior_reused,Prior reused,central,6519.0,300,0.9999999999958336,1.0,6219.0,1.0,6219.0,0.999999999986112,6218.999999913631,6218.999999974089,,,,
prior_reused,Prior reused,central,6519.0,400,0.9999999999999998,1.0,6119.0,1.0,6119.0,0.9999999999999993,6118.999999999996,6118.999999999999,,,,
prior_reused,Prior reused,central,6519.0,500,1.0,1.0,6019.0,1.0,6019.0,1.0,6019.0,6019.0,,,,
tough_alt,Tough alternative,central,6519.0,0,0.0033166687101647907,,,0.0024726231566347743,16.119030358102094,,,21.62136332156427,0.0066928509242848554,43.630695175412974,0.0024726231566347743,16.119030358102094
tough_alt,Tough alternative,central,6519.0,10,0.008103122395415678,,,0.004804752887159518,31.274136542521305,,,52.74322367176065,0.022977369910025615,149.55970074435672,0.003684239899435989,23.980717505428853
tough_alt,Tough alternative,central,6519.0,25,0.035077567082199244,,,0.012953727530695871,84.12150658433899,,,227.7937206318019,0.13296424019782926,863.4697758447032,0.0066928509242848554,43.463373902305854
tough_alt,Tough alternative,central,6519.0,40,0.12086112832838786,,,0.03444519566621117,223.17042272138215,,,783.0592504396251,0.5,3239.5,0.012128434984274237,78.58013026311278
tough_alt,Tough alternative,central,6519.0,50,0.19334041978789773,,,0.06496916912866407,420.2855550933279,,,1250.7191756079105,0.7772998611746911,5028.352801939077,0.01798620996209156,116.3527922447703
tough_alt,Tough alternative,central,6519.0,60,0.25240892307986984,,,0.11920292202211755,769.9316733408573,,,1630.3092341728793,0.9241418199787566,5969.0320152427885,0.026596993576865856,171.78998151297657
tough_alt,Tough alternative,central,6519.0,75,0.34621214246763043,,,0.2689414213699951,1733.0585193082484,,,2230.9910460614105,0.9875683491468141,6363.89044190207,0.04742587317756678,305.61232675624035
tough_alt,Tough alternative,central,6519.0,90,0.4745664620155112,,,0.5,3214.5,,,3050.9877842977216,0.9980732653366725,6416.613022849468,0.08317269649392238,534.7172657594269
tough_alt,Tough alternative,central,6519.0,100,0.5660285052621592,,,0.6607563687658172,4241.395131107781,,,3633.3369752778,0.9994472213630764,6415.451713929588,0.11920292202211755,765.1635564599725
tough_alt,Tough alternative,central,6519.0,125,0.7364777277593207,,,0.9116003227929417,5828.772463938069,,,4709.038591293097,0.9999756997592568,6393.844624260688,0.2689414213699951,1719.6114482397486
tough_alt,Tough alternative,central,6519.0,150,0.8410066814783802,,,0.9820137900379085,6254.445828751439,,,5356.371554335803,0.9999989322971299,6368.99319980042,0.5,3184.5
tough_alt,Tough alternative,central,6519.0,175,0.917593838555892,,,0.9965525486984363,6322.12936894288,,,5821.21531179858,0.9999999530883621,6343.999702392569,0.7310585786300049,4637.835622828751
tough_alt,Tough alternative,central,6519.0,200,0.9639126403123576,,,0.9993470346624472,6314.873912032004,,,6090.963974133787,0.9999999979388463,6318.99998697557,0.8807970779778823,5565.756735742239
tough_alt,Tough alternative,central,6519.0,250,0.9945924827316559,,,0.9999766914421585,6268.853878650892,,,6235.100274244751,0.999999999996021,6268.999999975055,0.9820137900379085,6156.244449747648
tough_alt,Tough alternative,central,6519.0,300,0.9992577972889942,,,0.9999991684719722,6218.994828727195,,,6214.384241340254,0.9999999999999922,6218.999999999952,0.9975273768433653,6203.622756588889
tough_alt,Tough alternative,central,6519.0,400,0.9999863801102735,,,0.9999999989417685,6118.9999935246815,,,6118.916659894764,1.0,6119.0,0.9999546021312976,6118.72221044141
tough_alt,Tough alternative,central,6519.0,500,0.9999997505409184,,,0.9999999999986533,6018.999999991895,,,6018.998498505787,1.0,6019.0,0.9999991684719722,6018.994995032801
very_tough_alt,Very tough alternative,central,6519.0,0,0.0027171346254245446,,,0.0024726231566347743,16.119030358102094,,,17.71300062314261,0.0024726231566347743,16.119030358102094,0.003287661385934009,21.432264574903805
very_tough_alt,Very tough alternative,central,6519.0,10,0.004684692905838341,,,0.004070137715896128,26.492526392767896,,,30.49266612410176,0.0066928509242848554,43.563766666170125,0.004370179543444354,28.445498648279298
very_tough_alt,Very tough alternative,central,6519.0,25,0.012159044134412713,,,0.008577485413711984,55.702190276645624,,,78.96083260887616,0.02931223075135632,190.35362649930795,0.0066928509242848554,43.463373902305854
very_tough_alt,Very tough alternative,central,6519.0,40,0.035904875534199396,,,0.01798620996209156,116.5326543443912,,,232.62768858607785,0.11920292202211755,772.3157317812996,0.010237287162433682,66.32738352540783
very_tough_alt,Very tough alternative,central,6519.0,50,0.0725174747328005,,,0.02931223075135632,189.62082073052403,,,469.11554404648643,0.2689414213699951,1739.7820548424984,0.013576916943744367,87.8290757090823
very_tough_alt,Very tough alternative,central,6519.0,60,0.12910879957741087,,,0.04742587317756678,306.3237148539038,,,833.9137364704968,0.5,3229.5,0.01798620996209156,116.17293014514938
very_tough_alt,Very tough alternative,central,6519.0,75,0.21939366372713837,,,0.09534946489910949,614.4319518098615,,,1413.7727690576794,0.8175744761936437,5268.44992459184,0.027346786796182875,176.22269411460243
very_tough_alt,Very tough alternative,central,6519.0,90,0.29413968258568746,,,0.18242552380635635,1172.813692551065,,,1891.0240193433847,0.9525741268224334,6124.099061341424,0.04137365106007538,265.9912026652246
very_tough_alt,Very tough alternative,central,6519.0,100,0.3471674485323714,,,0.2689414213699951,1726.3349837739986,,,2228.467852129292,0.9820137900379085,6303.546518253334,0.05431326613264062,348.6368553054201
very_tough_alt,Very tough alternative,central,6519.0,125,0.5122881894976311,,,0.5621765008857981,3594.5565466637927,,,3275.5706836478525,0.998498817743263,6384.401440650424,0.10500058502026482,671.3737406195733
very_tough_alt,Very tough alternative,central,6519.0,150,0.6667589701223172,,,0.8175744761936437,5207.131838877316,,,4246.5878807090385,0.9998766054240137,6368.214099945543,0.1933213698023087,1231.2638042709043
very_tough_alt,Very tough alternative,central,6519.0,175,0.768550412869981,,,0.9399133498259924,5962.810291296096,,,4875.6838192471605,0.9999898700090192,6343.935735337218,0.32865254651727005,2084.971755105561
very_tough_alt,Very tough alternative,central,6519.0,200,0.8410067287133487,,,0.9820137900379085,6205.3451392495435,,,5314.321518739651,0.9999991684719722,6318.994745574392,0.5,3159.5
very_tough_alt,Very tough alternative,central,6519.0,250,0.9412529968103795,,,0.998498817743263,6259.589088432515,,,5900.715037004269,0.9999999943972036,6268.9999648760695,0.8066786301976913,5057.068332709327
very_tough_alt,Very tough alternative,central,6519.0,300,0.9836443228646644,,,0.9998766054240137,6218.232609131941,,,6117.284043895348,0.9999999999622486,6218.999999765224,0.9456867338673594,5881.225797921108
very_tough_alt,Very tough alternative,central,6519.0,400,0.9990132858202055,,,0.9999991684719722,6118.994911879998,,,6112.962295933838,0.9999999999999982,6118.999999999989,0.9967123386140659,6098.882799979469
very_tough_alt,Very tough alternative,central,6519.0,500,0.9999431754154542,,,0.9999999943972036,6018.999966276768,,,6018.657972825619,1.0,6019.0,0.9998105940561749,6017.859965624117
moderate_alt,Moderate alternative,conservative,4564.5,0,0.005445052061171352,,,0.0024726231566347743,11.286288398459428,,,24.85394013321664,0.015267153880374444,69.68692388696915,0.003851032355930255,17.57803718864365
moderate_alt,Moderate alternative,conservative,4564.5,10,0.020525916743676594,,,0.0066928509242848554,30.482589534655375,,,93.48528780907503,0.07585818002124355,345.4960809067537,0.0066928509242848554,30.482589534655375
moderate_alt,Moderate alternative,conservative,4564.5,25,0.1192362615397905,,,0.02931223075135632,133.06287149578202,,,541.273009259879,0.5,2269.75,0.015267153880374444,69.30524503995979
moderate_alt,Moderate alternative,conservative,4564.5,40,0.25476338370667345,,,0.11920292202211755,539.3336206890708,,,1152.676929580844,0.9241418199787566,4181.279664493884,0.03444519566621117,155.84728779177243
moderate_alt,Moderate alternative,conservative,4564.5,50,0.348978350771233,,,0.2689414213699951,1214.136046774843,,,1575.4627645567316,0.9847328461196255,4445.576433807049,0.0585369028743679,264.2648480263339
moderate_alt,Moderate alternative,conservative,4564.5,60,0.4787478299967614,,,0.5,2252.25,,,2156.5196002204116,0.9970802502076079,4491.3479870601695,0.09777259985079931,440.41667602792546
moderate_alt,Moderate alternative,conservative,4564.5,75,0.6686147353503779,,,0.8175744761936437,3670.5006108713633,,,3001.7458543555217,0.9997596882871811,4488.421120565299,0.19958519865373253,896.0377493559322
moderate_alt,Moderate alternative,conservative,4564.5,90,0.785656049565939,,,0.9525741268224334,4262.292930466978,,,3515.4179937827944,0.9999802696611528,4474.411716598828,0.3645764407416393,1631.297284098465
moderate_alt,Moderate alternative,conservative,4564.5,100,0.8410061496910974,,,0.9820137900379085,4384.200565624243,,,3754.671955295905,0.9999962733607158,4464.483362418916,0.5,2232.25
moderate_alt,Moderate alternative,conservative,4564.5,125,0.9393738377200154,,,0.998498817743263,4432.835501371216,,,4170.350152558009,0.9999999422225181,4439.499743496869,0.8004148013462675,3553.441510576755
moderate_alt,Moderate alternative,conservative,4564.5,150,0.9823772316705417,,,0.9998766054240137,4413.955274644309,,,4336.704289209607,0.9999999991042263,4414.499996045607,0.941463097125632,4156.088842261102
moderate_alt,Moderate alternative,conservative,4564.5,175,0.9954147888376197,,,0.9999898700090192,4389.455534404589,,,4369.373215602731,0.999999999986112,4389.499999939038,0.9847328461196255,4322.4848280420965
moderate_alt,Moderate alternative,conservative,4564.5,200,0.9988442745291639,,,0.9999991684719722,4364.496370795923,,,4359.455836182537,0.9999999999997846,4364.49999999906,0.9961489676440697,4347.692169282542
moderate_alt,Moderate alternative,conservative,4564.5,250,0.9999279036847561,,,0.9999999943972036,4314.499975826735,,,4314.188940447881,1.0,4314.5,0.9997596882871811,4313.463175115043
moderate_alt,Moderate alternative,conservative,4564.5,300,0.9999955164465748,,,0.9999999999622486,4264.499999839009,,,4264.480879886418,1.0,4264.5,0.999985054884835,4264.4362665563785
moderate_alt,Moderate alternative,conservative,4564.5,400,0.9999999826667545,,,0.9999999999999982,4164.499999999993,,,4164.499927815699,1.0,4164.5,0.9999999422225181,4164.499759385677
moderate_alt,Moderate alternative,conservative,4564.5,500,0.999999999932991,,,1.0,4064.5,,,4064.4999997276423,1.0,4064.5,0.9999999997766369,4064.4999990921406
prior_reused,Prior reused,conservative,4564.5,0,0.018281488384670995,0.04742587317756678,216.4753981190036,0.013576916943744367,61.971837389721166,0.0066928509242848554,30.54951804389822,83.44585373183077,,,,
prior_reused,Prior reused,conservative,4564.5,10,0.0863407803289468,0.2689414213699951,1224.8937036296427,0.05431326613264062,247.3697706011117,0.01798620996209156,81.918193272346,393.2390840081882,,,,
prior_reused,Prior reused,conservative,4564.5,25,0.36324314286058457,0.8807970779778823,3998.378335480597,0.32865254651727005,1491.9182349151474,0.07585818002124355,344.35820820643505,1648.9422470156235,,,,
prior_reused,Prior reused,conservative,4564.5,40,0.6826831713249872,0.9933071490757153,4494.218195993074,0.8066786301976913,3649.817462329454,0.2689414213699951,1216.8254609885428,3088.800008659905,,,,
prior_reused,Prior reused,conservative,4564.5,50,0.8226611566947996,0.9990889488055994,4510.387059382879,0.9456867338673594,4269.302760044194,0.5,2257.25,3713.9037918986724,,,,
prior_reused,Prior reused,conservative,4564.5,60,0.912504436201932,0.9998766054240137,4503.94416913247,0.9864230830562556,4443.342777626904,0.7310585786300049,3293.053367438857,4110.376232871603,,,,
prior_reused,Prior reused,conservative,4564.5,75,0.9764352407844434,0.9999938558253978,4489.472415728123,0.9983878472514738,4482.262240235492,0.9241418199787566,4148.934700794627,4383.706013501759,,,,
prior_reused,Prior reused,conservative,4564.5,90,0.9945093728590145,0.999999694097773,4474.498631240485,0.9998105940561749,4473.652503104355,0.9820137900379085,4394.020703524621,4449.932188857661,,,,
prior_reused,Prior reused,conservative,4564.5,100,0.9979694375084882,0.9999999586006244,4464.499815172488,0.9999546021312976,4464.297321215178,0.9933071490757153,4434.619767048531,4455.434553756646,,,,
prior_reused,Prior reused,conservative,4564.5,125,0.9998335281294592,0.9999999997210531,4439.499998761616,0.9999987235526515,4439.4943332119965,0.9994472213630764,4437.045939241378,4438.7609481307345,,,,
prior_reused,Prior reused,conservative,4564.5,150,0.9999863626949115,0.9999999999981204,4414.499999991703,0.9999999641117963,4414.4998415715245,0.9999546021312976,4414.299591108614,4414.439798116687,,,,
prior_reused,Prior reused,conservative,4564.5,175,0.9999988815037019,0.9999999999999873,4389.4999999999445,0.9999999989909794,4389.499995570904,0.9999962733607158,4389.483641916862,4389.4950903604995,,,,
prior_reused,Prior reused,conservative,4564.5,200,0.9999999082151472,1.0,4364.5,0.9999999999716307,4364.499999876182,0.999999694097773,4364.49866488973,4364.4995994050105,,,,
prior_reused,Prior reused,conservative,4564.5,250,0.9999999993816426,1.0,4314.5,0.9999999999999776,4314.499999999904,0.9999999979388463,4314.499991107153,4314.499997332097,,,,
prior_reused,Prior reused,conservative,4564.5,300,0.9999999999958336,1.0,4264.5,1.0,4264.5,0.999999999986112,4264.499999940775,4264.499999982232,,,,
prior_reused,Prior reused,conservative,4564.5,400,0.9999999999999998,1.0,4164.5,1.0,4164.5,0.9999999999999993,4164.499999999997,4164.499999999999,,,,
prior_reused,Prior reused,conservative,4564.5,500,1.0,1.0,4064.5,1.0,4064.5,1.0,4064.5,4064.5,,,,
tough_alt,Tough alternative,conservative,4564.5,0,0.0033166687101647907,,,0.0024726231566347743,11.286288398459428,,,15.138934327547187,0.0066928509242848554,30.54951804389822,0.0024726231566347743,11.286288398459428
tough_alt,Tough alternative,conservative,4564.5,10,0.008103122395415678,,,0.004804752887159518,21.883247024568025,,,36.905670949920705,0.022977369910025615,104.65043125521166,0.003684239899435989,16.77987062198121
tough_alt,Tough alternative,conservative,4564.5,25,0.035077567082199244,,,0.012953727530695871,58.80344612559391,,,159.23461576964345,0.13296424019782926,603.591168378046,0.0066928509242848554,30.3821967707911
tough_alt,Tough alternative,conservative,4564.5,40,0.12086112832838786,,,0.03444519566621117,155.84728779177243,,,546.8361751217909,0.5,2262.25,0.012128434984274237,54.875104086348784
tough_alt,Tough alternative,conservative,4564.5,50,0.19334041978789773,,,0.06496916912866407,293.303314031354,,,872.8353251324643,0.7772998611746911,3509.120223273143,0.01798620996209156,81.19874487386234
tough_alt,Tough alternative,conservative,4564.5,60,0.25240892307986984,,,0.11920292202211755,536.9495622486285,,,1136.9759940132737,0.9241418199787566,4162.796828094309,0.026596993576865856,119.80615756699225
tough_alt,Tough alternative,conservative,4564.5,75,0.34621214246763043,,,0.2689414213699951,1207.412511240593,,,1554.3194136084267,0.9875683491468141,4433.688103494622,0.04742587317756678,212.91845763068608
tough_alt,Tough alternative,conservative,4564.5,90,0.4745664620155112,,,0.5,2237.25,,,2123.447634288405,0.9980732653366725,4465.878825748941,0.08317269649392238,372.1562304620557
tough_alt,Tough alternative,conservative,4564.5,100,0.5660285052621592,,,0.6607563687658172,2949.946808354991,,,2527.034261742909,0.9994472213630764,4462.032119775455,0.11920292202211755,532.1814453677438
tough_alt,Tough alternative,conservative,4564.5,125,0.7364777277593207,,,0.9116003227929417,4047.049633039265,,,3269.5928723875045,0.9999756997592568,4439.392119081221,0.2689414213699951,1193.9654401720932
tough_alt,Tough alternative,conservative,4564.5,150,0.8410066814783802,,,0.9820137900379085,4335.099876122347,,,3712.6239953863096,0.9999989322971299,4414.49528662568,0.5,2207.25
tough_alt,Tough alternative,conservative,4564.5,175,0.917593838555892,,,0.9965525486984363,4374.367412511786,,,4027.7781543410883,0.9999999530883621,4389.4997940813655,0.7310585786300049,3208.9816308964064
tough_alt,Tough alternative,conservative,4564.5,200,0.9639126403123576,,,0.9993470346624472,4361.650132784251,,,4206.996718643284,0.9999999979388463,4364.499991004095,0.8807970779778823,3844.2388468344675
tough_alt,Tough alternative,conservative,4564.5,250,0.9945924827316559,,,0.9999766914421585,4314.399435227193,,,4291.169266745729,0.999999999996021,4314.499999982832,0.9820137900379085,4236.898497118556
tough_alt,Tough alternative,conservative,4564.5,300,0.9992577972889942,,,0.9999991684719722,4264.4964539487255,,,4261.3348765389155,0.9999999999999922,4264.499999999967,0.9975273768433653,4253.955498548531
tough_alt,Tough alternative,conservative,4564.5,400,0.9999863801102735,,,0.9999999989417685,4164.499995592995,,,4164.443279969234,1.0,4164.5,0.9999546021312976,4164.310940575789
tough_alt,Tough alternative,conservative,4564.5,500,0.9999997505409184,,,0.9999999999986533,4064.499999994526,,,4064.4989860735623,1.0,4064.5,0.9999991684719722,4064.496620254331
very_tough_alt,Very tough alternative,conservative,4564.5,0,0.0027171346254245446,,,0.0024726231566347743,11.286288398459428,,,12.402360997750334,0.0024726231566347743,11.286288398459428,0.003287661385934009,15.006530396095783
very_tough_alt,Very tough alternative,conservative,4564.5,10,0.004684692905838341,,,0.004070137715896128,18.537442227048913,,,21.336433839640726,0.0066928509242848554,30.482589534655375,0.004370179543444354,19.903982730617308
very_tough_alt,Very tough alternative,conservative,4564.5,25,0.012159044134412713,,,0.008577485413711984,38.93749503554555,,,55.19598084816651,0.02931223075135632,133.06287149578202,0.0066928509242848554,30.3821967707911
very_tough_alt,Very tough alternative,conservative,4564.5,40,0.035904875534199396,,,0.01798620996209156,81.37860697348326,,,162.45160935448516,0.11920292202211755,539.3336206890708,0.010237287162433682,46.3186057664312
very_tough_alt,Very tough alternative,conservative,4564.5,50,0.0725174747328005,,,0.02931223075135632,132.3300657269981,,,327.38013968122783,0.2689414213699951,1214.136046774843,0.013576916943744367,61.29299154253395
very_tough_alt,Very tough alternative,conservative,4564.5,60,0.12910879957741087,,,0.04742587317756678,213.62984572834958,,,581.5705876964473,0.5,2252.25,0.01798620996209156,81.01888277424143
very_tough_alt,Very tough alternative,conservative,4564.5,75,0.21939366372713837,,,0.09534946489910949,428.0714226645521,,,984.9678533029877,0.8175744761936437,3670.5006108713633,0.027346786796182875,122.77339932146302
very_tough_alt,Very tough alternative,conservative,4564.5,90,0.29413968258568746,,,0.18242552380635635,816.2630062715415,,,1316.1280097296585,0.9525741268224334,4262.292930466978,0.04137365106007538,185.1264016683073
very_tough_alt,Very tough alternative,conservative,4564.5,100,0.3471674485323714,,,0.2689414213699951,1200.6889757063432,,,1549.9290739727724,0.9820137900379085,4384.200565624243,0.05431326613264062,242.48157664917406
very_tough_alt,Very tough alternative,conservative,4564.5,125,0.5122881894976311,,,0.5621765008857981,2495.7825756825005,,,2274.3034172747334,0.998498817743263,4432.835501371216,0.10500058502026482,466.1500971974657
very_tough_alt,Very tough alternative,conservative,4564.5,150,0.6667589701223172,,,0.8175744761936437,3609.18252515684,,,2943.4074736049693,0.9998766054240137,4413.955274644309,0.1933213698023087,853.4171869922918
very_tough_alt,Very tough alternative,conservative,4564.5,175,0.768550412869981,,,0.9399133498259924,4125.749649061194,,,3373.5520372927817,0.9999898700090192,4389.455534404589,0.32865254651727005,1442.6203529375568
very_tough_alt,Very tough alternative,conservative,4564.5,200,0.8410067287133487,,,0.9820137900379085,4285.999186620452,,,3670.5738674694103,0.9999991684719722,4364.496370795923,0.5,2182.25
very_tough_alt,Very tough alternative,conservative,4564.5,250,0.9412529968103795,,,0.998498817743263,4308.023149153309,,,4061.0360547383825,0.9999999943972036,4314.499975826735,0.8066786301976913,3480.414949987939
very_tough_alt,Very tough alternative,conservative,4564.5,300,0.9836443228646644,,,0.9998766054240137,4263.973783830706,,,4194.751214856361,0.9999999999622486,4264.499999839009,0.9456867338673594,4032.881076577354
very_tough_alt,Very tough alternative,conservative,4564.5,400,0.9990132858202055,,,0.9999991684719722,4164.496537101529,,,4160.390828798246,0.9999999999999982,4164.499999999993,0.9967123386140659,4150.808534158277
very_tough_alt,Very tough alternative,conservative,4564.5,500,0.9999431754154542,,,0.9999999943972036,4064.4999772274336,,,4064.269036476114,1.0,4064.5,0.9998105940561749,4063.730159541323
moderate_alt,Moderate alternative,risk_adjusted,3423.375,0,0.005445052061171352,,,0.0024726231566347743,8.464716298844571,,,18.64045509991248,0.015267153880374444,52.26519291522686,0.003851032355930255,13.183527891482738
moderate_alt,Moderate alternative,risk_adjusted,3423.375,10,0.020525916743676594,,,0.0066928509242848554,22.845210023680817,,,70.06265106494709,0.07585818002124355,258.93241523001217,0.0066928509242848554,22.845210023680817
moderate_alt,Moderate alternative,risk_adjusted,3423.375,25,0.1192362615397905,,,0.02931223075135632,99.61395217964053,,,405.2095303102855,0.5,1699.1875,0.015267153880374444,51.8835140682175
moderate_alt,Moderate alternative,risk_adjusted,3423.375,40,0.25476338370667345,,,0.11920292202211755,403.30818629658194,,,861.9600633485662,0.9241418199787566,3126.7183301706254,0.03444519566621117,116.54101388716721
moderate_alt,Moderate alternative,risk_adjusted,3423.375,50,0.348978350771233,,,0.2689414213699951,907.2402673140073,,,1177.2348440329083,0.9847328461196255,3321.8731647787918,0.0585369028743679,197.4669247338208
moderate_alt,Moderate alternative,risk_adjusted,3423.375,60,0.4787478299967614,,,0.5,1681.6875,,,1610.2084827153571,0.9970802502076079,3353.5547865420135,0.09777259985079931,328.8459180231821
moderate_alt,Moderate alternative,risk_adjusted,3423.375,75,0.6686147353503779,,,0.8175744761936437,2737.5459367248914,,,2238.7728644788212,0.9997596882871811,3347.57034626859,0.19958519865373253,668.2860895421917
moderate_alt,Moderate alternative,risk_adjusted,3423.375,90,0.785656049565939,,,0.9525741268224334,3175.286779996729,,,2618.886234221862,0.9999802696611528,3333.309231381745,0.3645764407416393,1215.269993157162
moderate_alt,Moderate alternative,risk_adjusted,3423.375,100,0.8410061496910974,,,0.9820137900379085,3263.600079467234,,,2794.978812729651,0.9999962733607158,3323.362614980169,0.5,1661.6875
moderate_alt,Moderate alternative,risk_adjusted,3423.375,125,0.9393738377200154,,,0.998498817743263,3293.4235379739353,,,3098.407181989756,0.9999999422225181,3298.374809428198,0.8004148013462675,2640.068170390495
