day,timestamp,pnl,position
-2,14000,-775.0,10
-2,14100,-780.0,10
-2,14200,-780.0,10
-2,14300,-780.0,10
-2,14400,-785.0,10
-2,14500,-821.0,2
-2,14600,-824.0,2
-2,14700,-835.0,2
-2,14800,-824.0,2
-2,14900,-821.0,2
-2,15000,-823.0,2
-2,15100,-783.5,-5
-2,15200,-783.5,-5
-2,15300,-756.0,-5
-2,15400,-783.5,-5
-2,15500,-783.5,-5
-2,15600,-783.5,-5
-2,15700,-767.0,-8
-2,15800,-767.0,-8
-2,15900,-767.0,-8
-2,16000,-763.0,-8
-2,16100,-775.0,-8
-2,16200,-763.0,-8
-2,16300,-775.0,-8
-2,16400,-763.0,-8
-2,16500,-775.0,-8
-2,16600,-775.0,-8
-2,16700,-819.0,-8
-2,16800,-775.0,-8
-2,16900,-775.0,-8
-2,17000,-779.0,-8
-2,17100,-783.0,-8
-2,17200,-783.0,-8
-2,17300,-783.0,-8
-2,17400,-783.0,-8
-2,17500,-795.0,-8
-2,17600,-783.0,-8
-2,17700,-827.0,-8
-2,17800,-783.0,-8
-2,17900,-783.0,-8
-2,18000,-795.0,-8
-2,18100,-791.0,-8
-2,18200,-856.0,3
-2,18300,-851.5,3
-2,18400,-851.5,3
-2,18500,-851.5,3
-2,18600,-851.5,3
-2,18700,-851.5,3
-2,18800,-851.5,3
-2,18900,-854.5,3
-2,19000,-850.0,3
-2,19100,-845.5,3
-2,19200,-848.5,3
-2,19300,-848.5,3
-2,19400,-845.5,3
-2,19500,-848.5,3
-2,19600,-848.5,3
-2,19700,-848.5,3
-2,19800,-844.0,3
-2,19900,-848.5,3
-2,20000,-847.0,3
-2,20100,-845.5,3
-2,20200,-845.5,3
-2,20300,-829.0,-3
-2,20400,-796.0,-3
-2,20500,-812.5,-3
-2,20600,-812.5,-3
-2,20700,-817.0,-3
-2,20800,-887.5,9
-2,20900,-878.5,9
-2,21000,-865.0,9
-2,21100,-869.5,9
-2,21200,-869.5,9
-2,21300,-820.0,9
-2,21400,-869.5,9
-2,21500,-869.5,9
-2,21600,-869.5,9
-2,21700,-856.0,9
-2,21800,-976.0,24
-2,21900,-962.0,14
-2,22000,-976.0,14
-2,22100,-969.0,14
-2,22200,-969.0,14
-2,22300,-969.0,14
-2,22400,-955.0,14
-2,22500,-969.0,14
-2,22600,-1152.0,32
-2,22700,-992.0,32
-2,22800,-832.0,32
-2,22900,-1040.0,32
-2,23000,-1044.0,20
-2,23100,-1084.0,20
-2,23200,-1054.0,20
-2,23300,-1054.0,20
-2,23400,-1034.0,20
-2,23500,-1054.0,20
-2,23600,-1054.0,20
-2,23700,-1024.0,20
-2,23800,-1054.0,20
-2,23900,-1164.0,20
-2,24000,-1204.0,20
-2,24100,-1155.0,2
-2,24200,-1157.0,2
-2,24300,-1157.0,2
-2,24400,-1157.0,2
-2,24500,-1157.0,2
-2,24600,-1157.0,2
-2,24700,-1168.0,2
-2,24800,-1157.0,2
-2,24900,-1159.0,2
-2,25000,-1152.0,2
-2,25100,-1155.0,2
-2,25200,-1155.0,2
-2,25300,-1155.0,2
-2,25400,-1144.0,2
-2,25500,-1155.0,2
-2,25600,-1155.0,2
-2,25700,-1155.0,2
-2,25800,-1215.5,11
-2,25900,-1204.5,11
-2,26000,-1199.0,11
-2,26100,-1193.5,11
-2,26200,-1210.0,11
-2,26300,-1193.5,11
-2,26400,-1193.5,11
-2,26500,-1193.5,11
-2,26600,-1193.5,11
-2,26700,-1193.5,11
-2,26800,-1233.0,3
-2,26900,-1299.0,12
-2,27000,-1269.0,12
-2,27100,-1315.0,4
-2,27200,-1341.0,4
-2,27300,-1341.0,4
-2,27400,-1380.0,-6
-2,27500,-1365.0,-6
-2,27600,-1374.0,-6
-2,27700,-1374.0,-6
-2,27800,-1374.0,-6
-2,27900,-1374.0,-6
-2,28000,-1377.0,-6
-2,28100,-1386.0,-6
-2,28200,-1371.0,-6
-2,28300,-1380.0,-6
-2,28400,-1347.0,-6
-2,28500,-1380.0,-6
-2,28600,-1380.0,-6
-2,28700,-1380.0,-6
-2,28800,-1374.0,-6
-2,28900,-1413.0,-6
-2,29000,-1389.0,-6
-2,29100,-1386.0,-6
-2,29200,-1386.0,-6
-2,29300,-1447.0,4
-2,29400,-1390.0,10
-2,29500,-1390.0,10
-2,29600,-1390.0,10
-2,29700,-1390.0,10
-2,29800,-1390.0,10
-2,29900,-1390.0,10
-2,30000,-1385.0,10
-2,30100,-1370.0,10
-2,30200,-1325.0,10
-2,30300,-1380.0,10
-2,30400,-1395.0,10
-2,30500,-1365.0,10
-2,30600,-1380.0,10
-2,30700,-1390.0,10
-2,30800,-1365.0,10
-2,30900,-1325.0,10
-2,31000,-1375.0,10
-2,31100,-1425.0,10
-2,31200,-1425.0,10
-2,31300,-1315.0,10
-2,31400,-1370.0,10
-2,31500,-1370.0,10
-2,31600,-1370.0,10
-2,31700,-1370.0,10
-2,31800,-1370.0,10
-2,31900,-1370.0,10
-2,32000,-1365.0,10
-2,32100,-1360.0,10
-2,32200,-1360.0,10
-2,32300,-1350.0,10
-2,32400,-1305.0,10
-2,32500,-1360.0,10
-2,32600,-1360.0,10
-2,32700,-1360.0,10
-2,32800,-1360.0,10
-2,32900,-1345.0,10
-2,33000,-1355.0,10
-2,33100,-1350.0,10
-2,33200,-1350.0,10
-2,33300,-1365.0,10
-2,33400,-1350.0,10
-2,33500,-1350.0,10
-2,33600,-1350.0,10
-2,33700,-1462.5,25
-2,33800,-1412.5,25
-2,33900,-1600.0,25
-2,34000,-1400.0,25
-2,34100,-1525.0,25
-2,34200,-1453.5,13
-2,34300,-1382.0,13
-2,34400,-1440.5,13
-2,34500,-1473.0,13
-2,34600,-1504.0,3
-2,34700,-1511.5,3
-2,34800,-1508.5,3
-2,34900,-1511.5,3
-2,35000,-1507.0,3
-2,35100,-1625.0,21
-2,35200,-1630.0,26
-2,35300,-1526.0,26
-2,35400,-1513.0,26
-2,35500,-1552.0,26
-2,35600,-1370.0,26
-2,35700,-1537.0,17
-2,35800,-1579.5,17
-2,35900,-1607.0,7
-2,36000,-1614.0,7
-2,36100,-1610.5,7
-2,36200,-1610.5,7
-2,36300,-1610.5,7
-2,36400,-1610.5,7
-2,36500,-1610.5,7
-2,36600,-1610.5,7
-2,36700,-1617.5,7
-2,36800,-1610.5,7
-2,36900,-1610.5,7
-2,37000,-1607.0,7
-2,37100,-1614.0,7
-2,37200,-1614.0,7
-2,37300,-1603.5,7
-2,37400,-1603.5,7
-2,37500,-1603.5,7
-2,37600,-1603.5,7
-2,37700,-1565.0,7
-2,37800,-1603.5,7
-2,37900,-1718.5,-11
-2,38000,-1680.0,-11
-2,38100,-1732.0,-2
-2,38200,-1735.0,-2
-2,38300,-1732.0,-2
-2,38400,-1732.0,-2
-2,38500,-1735.0,-2
-2,38600,-1738.0,-2
-2,38700,-1735.0,-2
-2,38800,-1735.0,-2
-2,38900,-1735.0,-2
-2,39000,-1736.0,-2
-2,39100,-1737.0,-2
-2,39200,-1726.0,-2
-2,39300,-1780.0,-12
-2,39400,-1762.0,-12
-2,39500,-1762.0,-12
-2,39600,-1822.5,-1
-2,39700,-1822.5,-1
-2,39800,-1824.0,-1
-2,39900,-1835.5,-7
-2,40000,-1818.0,-7
-2,40100,-1776.0,-7
-2,40200,-1814.5,-7
-2,40300,-1821.5,-7
-2,40400,-1853.0,-7
-2,40500,-1814.5,-7
-2,40600,-1814.5,-7
-2,40700,-1814.5,-7
-2,40800,-1814.5,-7
-2,40900,-1814.5,-7
-2,41000,-1818.0,-7
-2,41100,-1874.0,-7
-2,41200,-1867.0,1
-2,41300,-1865.5,1
-2,41400,-1860.0,1
-2,41500,-1865.5,1
-2,41600,-1865.5,1
-2,41700,-1866.5,1
-2,41800,-1865.5,1
-2,41900,-1865.5,1
-2,42000,-1865.0,1
-2,42100,-1859.0,1
-2,42200,-1950.0,13
-2,42300,-1917.5,13
-2,42400,-1917.5,13
-2,42500,-1911.0,13
-2,42600,-1911.0,13
-2,42700,-1930.5,13
-2,42800,-1930.5,13
-2,42900,-1930.5,13
-2,43000,-1924.0,13
-2,43100,-1917.5,13
-2,43200,-1917.5,13
-2,43300,-1917.5,13
-2,43400,-1917.5,13
-2,43500,-1975.0,2
-2,43600,-1978.0,2
-2,43700,-1978.0,2
-2,43800,-1978.0,2
-2,43900,-1978.0,2
-2,44000,-1977.0,2
-2,44100,-2039.0,-8
-2,44200,-2031.0,-8
-2,44300,-2082.0,1
-2,44400,-2079.5,1
-2,44500,-2080.5,1
-2,44600,-2159.5,13
-2,44700,-2218.0,13
-2,44800,-2146.5,13
-2,44900,-2159.5,13
-2,45000,-2140.0,13
-2,45100,-2226.5,-5
-2,45200,-2206.5,-5
-2,45300,-2269.0,5
-2,45400,-2261.5,5
-2,45500,-2261.5,5
-2,45600,-2266.5,5
-2,45700,-2261.5,5
-2,45800,-2261.5,5
-2,45900,-2266.5,5
-2,46000,-2222.0,11
-2,46100,-2205.5,11
-2,46200,-2266.0,11
-2,46300,-2205.5,11
-2,46400,-2318.5,-7
-2,46500,-2290.5,-7
-2,46600,-2290.5,-7
-2,46700,-2329.0,-7
-2,46800,-2290.5,-7
-2,46900,-2290.5,-7
-2,47000,-2294.0,-7
-2,47100,-2297.5,-7
-2,47200,-2297.5,-7
-2,47300,-2357.0,3
-2,47400,-2357.0,3
-2,47500,-2425.0,-8
-2,47600,-2405.0,-8
-2,47700,-2425.0,-8
-2,47800,-2413.0,-8
-2,47900,-2413.0,-8
-2,48000,-2417.0,-8
-2,48100,-2421.0,-8
-2,48200,-2421.0,-8
-2,48300,-2421.0,-8
-2,48400,-2421.0,-8
-2,48500,-2421.0,-8
-2,48600,-2421.0,-8
-2,48700,-2421.0,-8
-2,48800,-2377.0,-8
-2,48900,-2465.0,0
-2,49000,-2465.0,0
-2,49100,-2465.0,0
-2,49200,-2465.0,0
-2,49300,-2465.0,0
-2,49400,-2465.0,0
-2,49500,-2465.0,0
-2,49600,-2465.0,0
-2,49700,-2465.0,0
-2,49800,-2465.0,0
-2,49900,-2465.0,0
-2,50000,-2465.0,0
-2,50100,-2465.0,0
-2,50200,-2465.0,0
-2,50300,-2465.0,0
-2,50400,-2465.0,0
-2,50500,-2465.0,0
-2,50600,-2465.0,0
-2,50700,-2465.0,0
-2,50800,-2465.0,0
-2,50900,-2465.0,0
-2,51000,-2465.0,0
-2,51100,-2465.0,0
-2,51200,-2465.0,0
-2,51300,-2465.0,0
-2,51400,-2465.0,0
-2,51500,-2465.0,0
-2,51600,-2465.0,0
-2,51700,-2465.0,0
-2,51800,-2465.0,0
-2,51900,-2465.0,0
-2,52000,-2465.0,0
-2,52100,-2465.0,0
-2,52200,-2465.0,0
-2,52300,-2465.0,0
-2,52400,-2465.0,0
-2,52500,-2465.0,0
-2,52600,-2530.0,10
-2,52700,-2530.0,10
-2,52800,-2520.0,10
-2,52900,-2727.0,28
-2,53000,-2699.0,34
-2,53100,-2563.0,34
-2,53200,-2590.0,26
-2,53300,-2603.0,26
-2,53400,-2629.0,26
-2,53500,-2590.0,26
-2,53600,-2590.0,26
-2,53700,-2590.0,26
-2,53800,-2590.0,26
-2,53900,-2568.0,30
-2,54000,-2553.0,30
-2,54100,-2553.0,30
-2,54200,-2703.0,30
-2,54300,-2538.0,30
-2,54400,-2587.5,21
-2,54500,-2587.5,21
-2,54600,-2745.0,21
-2,54700,-2696.0,3
-2,54800,-2700.5,3
-2,54900,-2700.5,3
-2,55000,-2699.0,3
-2,55100,-2694.5,3
-2,55200,-2697.5,3
-2,55300,-2808.0,19
-2,55400,-2722.5,19
-2,55500,-2827.0,19
-2,55600,-2722.5,19
-2,55700,-2722.5,19
-2,55800,-2722.5,19
-2,55900,-2722.5,19
-2,56000,-2713.0,19
-2,56100,-2703.5,19
-2,56200,-2865.0,19
-2,56300,-2764.0,8
-2,56400,-2764.0,8
-2,56500,-2764.0,8
-2,56600,-2772.0,8
-2,56700,-2808.0,8
-2,56800,-2764.0,8
-2,56900,-2764.0,8
-2,57000,-2760.0,8
-2,57100,-2756.0,8
-2,57200,-2837.0,-10
-2,57300,-2797.0,-10
-2,57400,-2838.0,-2
-2,57500,-2841.0,-2
-2,57600,-2839.0,-2
-2,57700,-2844.0,-2
-2,57800,-2910.5,9
-2,57900,-2897.0,9
-2,58000,-2897.0,9
-2,58100,-2892.5,9
-2,58200,-2892.5,9
-2,58300,-2843.0,9
-2,58400,-2942.0,9
-2,58500,-2892.5,9
-2,58600,-2892.5,9
-2,58700,-2892.5,9
-2,58800,-2892.5,9
-2,58900,-2892.5,9
-2,59000,-2888.0,9
-2,59100,-2960.0,9
-2,59200,-3029.0,-9
-2,59300,-3006.5,-9
-2,59400,-3006.5,-9
-2,59500,-3056.0,0
-2,59600,-3056.0,0
-2,59700,-3056.0,0
-2,59800,-3056.0,0
-2,59900,-3056.0,0
-2,60000,-3056.0,0
-2,60100,-3056.0,0
-2,60200,-3056.0,0
-2,60300,-3056.0,0
-2,60400,-3056.0,0
-2,60500,-3056.0,0
-2,60600,-3056.0,0
-2,60700,-3056.0,0
-2,60800,-3056.0,0
-2,60900,-3056.0,0
-2,61000,-3056.0,0
-2,61100,-3056.0,0
-2,61200,-3056.0,0
-2,61300,-3056.0,0
-2,61400,-3056.0,0
-2,61500,-3056.0,0
-2,61600,-3111.0,10
-2,61700,-3164.0,-4
-2,61800,-3214.0,8
-2,61900,-3287.0,18
-2,62000,-3260.0,18
-2,62100,-3251.0,18
-2,62200,-3251.0,18
-2,62300,-3251.0,18
-2,62400,-3233.0,18
-2,62500,-3251.0,18
-2,62600,-3224.0,18
-2,62700,-3224.0,18
-2,62800,-3269.0,18
-2,62900,-3251.0,18
-2,63000,-3242.0,18
-2,63100,-3260.0,18
-2,63200,-3233.0,18
-2,63300,-3215.0,18
-2,63400,-3233.0,18
-2,63500,-3276.0,8
-2,63600,-3288.0,8
-2,63700,-3288.0,8
-2,63800,-3296.0,8
-2,63900,-3288.0,8
-2,64000,-3292.0,8
-2,64100,-3280.0,8
-2,64200,-3284.0,8
-2,64300,-3477.0,26
-2,64400,-3404.0,18
-2,64500,-3404.0,18
-2,64600,-3404.0,18
-2,64700,-3404.0,18
-2,64800,-3461.0,6
-2,64900,-3470.0,6
-2,65000,-3467.0,6
-2,65100,-3464.0,6
-2,65200,-3458.0,6
-2,65300,-3458.0,6
-2,65400,-3458.0,6
-2,65500,-3464.0,6
-2,65600,-3470.0,6
-2,65700,-3464.0,6
-2,65800,-3455.0,6
-2,65900,-3464.0,6
-2,66000,-3467.0,6
-2,66100,-3458.0,6
-2,66200,-3452.0,6
-2,66300,-3458.0,6
-2,66400,-3458.0,6
-2,66500,-3505.0,-2
-2,66600,-3502.0,-2
-2,66700,-3487.0,-2
-2,66800,-3502.0,-2
-2,66900,-3505.0,-2
-2,67000,-3501.0,-2
-2,67100,-3504.0,-2
-2,67200,-3504.0,-2
-2,67300,-3503.0,-2
-2,67400,-3589.0,11
-2,67500,-3539.5,11
-2,67600,-3539.5,11
-2,67700,-3550.5,11
-2,67800,-3539.5,11
-2,67900,-3539.5,11
-2,68000,-3534.0,11
-2,68100,-3528.5,11
-2,68200,-3576.0,2
-2,68300,-3578.0,2
-2,68400,-3578.0,2
-2,68500,-3578.0,2
-2,68600,-3578.0,2
-2,68700,-3589.0,2
-2,68800,-3578.0,2
-2,68900,-3575.0,2
-2,69000,-3577.0,2
-2,69100,-3576.0,2
-2,69200,-3576.0,2
-2,69300,-3576.0,2
-2,69400,-3576.0,2
-2,69500,-3650.0,-9
-2,69600,-3636.5,-9
-2,69700,-3636.5,-9
-2,69800,-3650.0,-9
-2,69900,-3705.5,3
-2,70000,-3701.0,3
-2,70100,-3716.0,3
-2,70200,-3696.5,3
-2,70300,-3699.5,3
-2,70400,-3699.5,3
-2,70500,-3699.5,3
-2,70600,-3699.5,3
-2,70700,-3699.5,3
-2,70800,-3695.0,3
-2,70900,-3699.5,3
-2,71000,-3695.0,3
-2,71100,-3758.5,-7
-2,71200,-3751.5,-7
-2,71300,-3751.5,-7
-2,71400,-3758.5,-7
-2,71500,-3790.0,-7
-2,71600,-3910.0,-23
-2,71700,-3827.5,-15
-2,71800,-3956.5,3
-2,71900,-3953.5,3
-2,72000,-3952.0,3
-2,72100,-3950.5,3
-2,72200,-3950.5,3
-2,72300,-3950.5,3
-2,72400,-3950.5,3
-2,72500,-3923.0,8
-2,72600,-3923.0,8
-2,72700,-3923.0,8
-2,72800,-3983.0,16
-2,72900,-3879.0,16
-2,73000,-3975.0,16
-2,73100,-3951.0,16
-2,73200,-3951.0,16
-2,73300,-3863.0,16
-2,73400,-3951.0,16
-2,73500,-4031.0,24
-2,73600,-4019.0,24
-2,73700,-4019.0,24
-2,73800,-3995.0,24
-2,73900,-4019.0,24
-2,74000,-3983.0,24
-2,74100,-3839.0,24
-2,74200,-3971.0,24
-2,74300,-4103.0,24
-2,74400,-3971.0,24
-2,74500,-3971.0,24
-2,74600,-3971.0,24
-2,74700,-3971.0,24
-2,74800,-3971.0,24
-2,74900,-3971.0,24
-2,75000,-3991.0,16
-2,75100,-4055.5,23
-2,75200,-4009.5,23
-2,75300,-4044.0,23
-2,75400,-4009.5,23
-2,75500,-4009.5,23
-2,75600,-4009.5,23
-2,75700,-3975.0,23
-2,75800,-4009.5,23
-2,75900,-4009.5,23
-2,76000,-4021.0,23
-2,76100,-4036.0,14
-2,76200,-4036.0,14
-2,76300,-4036.0,14
-2,76400,-4036.0,14
-2,76500,-4036.0,14
-2,76600,-4015.0,14
-2,76700,-4036.0,14
-2,76800,-4036.0,14
-2,76900,-4036.0,14
-2,77000,-4029.0,14
-2,77100,-4022.0,14
-2,77200,-4022.0,14
-2,77300,-4022.0,14
-2,77400,-4022.0,14
-2,77500,-4022.0,14
-2,77600,-4099.0,14
-2,77700,-4078.0,3
-2,77800,-4082.5,3
-2,77900,-4099.0,3
-2,78000,-4099.0,3
-2,78100,-4135.0,-6
-2,78200,-4129.0,-6
-2,78300,-4129.0,-6
-2,78400,-4135.0,-6
-2,78500,-4129.0,-6
-2,78600,-4129.0,-6
-2,78700,-4129.0,-6
-2,78800,-4138.0,-6
-2,78900,-4138.0,-6
-2,79000,-4132.0,-6
-2,79100,-4132.0,-6
-2,79200,-4135.0,-6
-2,79300,-4188.0,-17
-2,79400,-4154.0,-17
-2,79500,-4188.0,-17
-2,79600,-4162.5,-17
-2,79700,-4162.5,-17
-2,79800,-4210.5,-7
-2,79900,-4217.5,-7
-2,80000,-4221.0,-7
-2,80100,-4224.5,-7
-2,80200,-4224.5,-7
-2,80300,-4224.5,-7
-2,80400,-4224.5,-7
-2,80500,-4224.5,-7
-2,80600,-4235.0,-7
-2,80700,-4224.5,-7
-2,80800,-4224.5,-7
-2,80900,-4235.0,-7
-2,81000,-4228.0,-7
-2,81100,-4231.5,-7
-2,81200,-4231.5,-7
-2,81300,-4238.5,-7
-2,81400,-4231.5,-7
-2,81500,-4231.5,-7
-2,81600,-4231.5,-7
-2,81700,-4242.0,-7
-2,81800,-4242.0,-7
-2,81900,-4231.5,-7
-2,82000,-4277.0,-7
-2,82100,-4238.5,-7
-2,82200,-4245.5,-7
-2,82300,-4284.0,1
-2,82400,-4281.5,1
-2,82500,-4277.0,1
-2,82600,-4282.5,1
-2,82700,-4395.0,19
-2,82800,-4309.5,19
-2,82900,-4309.5,19
-2,83000,-4319.0,19
-2,83100,-4290.5,19
-2,83200,-4300.0,19
-2,83300,-4290.5,19
-2,83400,-4290.5,19
-2,83500,-4319.0,19
-2,83600,-4290.5,19
-2,83700,-4290.5,19
-2,83800,-4262.0,19
-2,83900,-4290.5,19
-2,84000,-4281.0,19
-2,84100,-4271.5,19
-2,84200,-4271.5,19
-2,84300,-4271.5,19
-2,84400,-4304.5,11
-2,84500,-4362.0,2
-2,84600,-4376.0,2
-2,84700,-4362.0,2
-2,84800,-4365.0,2
-2,84900,-4367.0,2
-2,85000,-4364.0,2
-2,85100,-4363.0,2
-2,85200,-4363.0,2
-2,85300,-4364.0,2
-2,85400,-4363.0,2
-2,85500,-4363.0,2
-2,85600,-4363.0,2
-2,85700,-4363.0,2
-2,85800,-4363.0,2
-2,85900,-4363.0,2
-2,86000,-4362.0,2
-2,86100,-4361.0,2
-2,86200,-4361.0,2
-2,86300,-4361.0,2
-2,86400,-4359.0,2
-2,86500,-4358.0,2
-2,86600,-4532.0,20
-2,86700,-4442.0,20
-2,86800,-4462.0,20
-2,86900,-4475.0,11
-2,87000,-4486.0,11
-2,87100,-4480.5,11
-2,87200,-4480.5,11
-2,87300,-4420.0,11
-2,87400,-4480.5,11
-2,87500,-4497.0,11
-2,87600,-4387.0,11
-2,87700,-4541.0,11
-2,87800,-4475.0,11
-2,87900,-4387.0,11
-2,88000,-4486.0,11
-2,88100,-4469.5,11
-2,88200,-4469.5,11
-2,88300,-4387.0,11
-2,88400,-4469.5,11
-2,88500,-4469.5,11
-2,88600,-4480.5,11
-2,88700,-4409.0,11
-2,88800,-4469.5,11
-2,88900,-4469.5,11
-2,89000,-4606.5,-7
-2,89100,-4600.5,-3
-2,89200,-4623.0,-3
-2,89300,-4644.5,5
-2,89400,-4644.5,5
-2,89500,-4679.0,-4
-2,89600,-4667.0,-4
-2,89700,-4716.5,5
-2,89800,-4716.5,5
-2,89900,-4716.5,5
-2,90000,-4714.0,5
-2,90100,-4711.5,5
-2,90200,-4711.5,5
-2,90300,-4711.5,5
-2,90400,-4711.5,5
-2,90500,-4803.0,17
-2,90600,-4777.5,17
-2,90700,-4777.5,17
-2,90800,-4983.0,35
-2,90900,-4860.5,35
-2,91000,-4528.0,35
-2,91100,-4790.5,35
-2,91200,-4790.5,35
-2,91300,-4823.0,40
-2,91400,-4763.0,40
-2,91500,-4763.0,40
-2,91600,-4803.0,40
-2,91700,-4983.0,40
-2,91800,-4818.0,30
-2,91900,-4803.0,30
-2,92000,-4863.0,30
-2,92100,-4848.5,19
-2,92200,-5018.0,31
-2,92300,-4894.0,31
-2,92400,-4944.5,19
-2,92500,-4944.5,19
-2,92600,-4944.5,19
-2,92700,-4944.5,19
-2,92800,-4944.5,19
-2,92900,-4944.5,19
-2,93000,-4935.0,19
-2,93100,-4925.5,19
-2,93200,-4925.5,19
-2,93300,-4925.5,19
-2,93400,-4925.5,19
-2,93500,-4954.0,19
-2,93600,-4925.5,19
-2,93700,-4925.5,19
-2,93800,-4925.5,19
-2,93900,-4925.5,19
-2,94000,-5030.0,19
-2,94100,-4935.0,19
-2,94200,-4961.5,9
-2,94300,-4961.5,9
-2,94400,-4961.5,9
-2,94500,-4961.5,9
-2,94600,-4970.5,9
-2,94700,-4961.5,9
-2,94800,-5004.0,1
-2,94900,-5005.5,1
-2,95000,-5004.0,1
-2,95100,-5004.5,1
-2,95200,-5006.0,1
-2,95300,-5004.5,1
-2,95400,-5013.0,1
-2,95500,-5059.0,-7
-2,95600,-5048.5,-7
-2,95700,-5048.5,-7
-2,95800,-5048.5,-7
-2,95900,-5119.5,5
-2,96000,-5142.0,5
-2,96100,-5082.0,5
-2,96200,-5109.5,5
-2,96300,-5117.0,5
-2,96400,-5109.5,5
-2,96500,-5109.5,5
-2,96600,-5102.0,5
-2,96700,-5109.5,5
-2,96800,-5147.0,5
-2,96900,-5109.5,5
-2,97000,-5112.0,5
-2,97100,-5104.5,5
-2,97200,-5099.5,5
-2,97300,-5104.5,5
-2,97400,-5104.5,5
-2,97500,-5104.5,5
-2,97600,-5097.0,5
-2,97700,-5104.5,5
-2,97800,-5062.0,5
-2,97900,-5097.0,5
-2,98000,-5107.0,5
-2,98100,-5107.0,5
-2,98200,-5099.5,5
-2,98400,-5099.5,5
-2,98500,-5099.5,5
-2,98600,-5236.5,-13
-2,98700,-5184.5,-13
-2,98800,-5191.0,-13
-2,98900,-5184.5,-13
-2,99000,-5191.0,-13
-2,99100,-5234.0,-5
-2,99200,-5246.5,-5
-2,99300,-5241.5,-5
-2,99400,-5241.5,-5
-2,99500,-5318.0,7
-2,99600,-5307.5,7
-2,99700,-5307.5,7
-2,99800,-5307.5,7
-2,99900,-5307.5,7
